FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Region_rb,DPA_rb,Start_rb,Cause_rb,County_rb,County2_rb,County3_rb,DPA2_rb,Firefighte,Total_dama,OID_,Fire_rb,Expect_shp,Ranger_rb,Ranger2_rb,Contain_rb,CDFacre_rb,Otherac_rb,Totalac_rb,Veg_rb,Destroyed,Inci_rb,Forest_rb,Damaged,Civilian,Year,NLCD_11,NLCD_21,NLCD_22,NLCD_23,NLCD_24,NLCD_31,NLCD_41,NLCD_42,NLCD_43,NLCD_52,NLCD_71,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NLCD_0,NLCD_12,WUI_area
5651,17215,CA,BLM,CDD,CHRISTMAS,13899,9/29/12,9/29/12,9,Shooting CALFIRE inc# 96759,27.1,27.12190056,1,1, ,1881.970851,109758.6054, , , , , , , , ,0,0,1262, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,21.127512,5.782267,0,0,0,0,0,0,5.76115
5652,17235,CA,BLM,CDD,WILSON,8747,8/13/12,8/20/12,1,VALLECITO LIGHTNING COMPLEX,22829,11667.09961,8,1, ,51235.18014,47215232.23, , , , , , , , ,0,0,1282, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,209.273569,12.231718,0.44479,0,206.827226,0,0,0,9831.854655,1397.306946,0,0,0,5.115082,0,0,0.56929
5653,17244,CA,USF,CNF,LA POSTA,1614,6/16/12,,9,Fire caused by landowner welding. Job Code = P5GX39. CNF Incident #1614,11,10.94400024,1,1, ,1106.528447,44288.70774, , , , , , , , ,0,0,1291, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,8.22861,2.668738,0,0,0,0,0,0,0.87972
5654,17250,CA,CDF,FKU,LANES,10166,8/11/12,8/12/12,3, ,138,135.8580017,2,1, ,2984.239893,549796.9341, , , , , , , , ,0,0,1297, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0.222395,0.44479,0,0,0,0,10.007769,0,123.429151,1.556764,0,0,0,0,0,0,18.78904
5655,17255,CA,CDF,FKU,RUTH,9104,7/20/12,7/20/12,11, ,0,22.72360039,1,1, ,1614.426447,91959.03692, , , , , , , , ,0,0,1302, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,8.22861,0,6.449451,7.78382,0,0,0,0,0,0,22.72357
5657,17268,CA,USF,KNF,GOFF,5659,8/5/12,10/1/12,1,part of the Fort Complex,22283,22266.90039,7,1, ,124425.1595,90111126.95, , , , , , , , ,0,0,1315, ,0, , , ,0,0,0, ,0, , ,0,0,2012,1.779159,243.967169,2.891133,0,0,0,20.237933,15669.7199,108.3063,6161.894567,37.807127,0.44479,0,12.231718,0.222395,0,0,6.00762
5658,17276,CA,CCO,KRN, ,1213982,5/11/12,5/11/12,14, ,0.99,1.346429944,1,1, ,292.8980955,5448.818048, , , , , , , , ,0,0,1323, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0,1.334369,0,0,0,0,0,0,1.34643
5659,17282,CA,CCO,KRN,155 FIRE,1204086,2/9/12,2/9/12,14, ,0.04,0.042383399,1,1, ,60.51895223,171.5196017, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04238
5660,17287,CA,CCO,KRN,CHOCTAW,1203668,2/5/12,2/5/12,14, ,1.2,1.22676003,1,1, ,346.6388179,4964.517121, , , , , , , , ,0,0,1333, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0,1.334369,0,0,0,0,0,0,1.22676
5661,17294,CA,CCO,LAC,ALISO FIRE,1398,1/2/12,1/2/12,2, ,12,12.31210041,1,1, ,1700.583224,49825.43222, , , , , , , , ,0,0,1340, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,12.676507,0,0,0,0,0,0,0,12.31213
5662,17295,CA,CCO,LAC,BOUQUET,5329,10/3/12,3/10/12,9,Elizabeth Lake Rd and Bouquet Canyon Rd,8.6,9.260749817,6,1, ,751.0526898,37476.91585, , , , , , , , ,0,0,1341, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0.667185,0,0,0,0,0,0,0,6.227056,0.667185,0,0,0,1.334369,0,0,0
5663,17301,CA,CCO,LAC,HIGHWAY,2205,5/20/12,,2,1 1/4 SOUTH OF HWY 138 - HILL FIRE NEAR HOUSES,7.2,7.487679958,6,1, ,739.1509331,30301.56588, , , , , , , , ,0,0,1347, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,7.78382,0,0,0,0,0,0,0,7.48768
5664,17303,CA,CCO,LAC,HILLSIDE FIRE,155974,7/3/12,7/3/12,14, ,200,885.1589966,1,1, ,10641.33794,3582112.446, , , , , , , , ,0,0,1349, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,9.340584,2.891133,0,0,0,0,0,0,6.671846,862.002503,0,0,0,0,0,0,9.64677
5665,17312,CA,CCO,LAC,TREE FIRE,108014,5/8/12,5/8/12,14, ,126,126.4700012,1,1, ,10066.17242,511806.3425, , , , , , , , ,0,0,1358, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,7.78382,1.779159,0.222395,0,4.670292,0,0,0,71.388752,17.569194,0.222395,0,22.461882,0,0,0,38.96029
5666,17316,CA,LRA,LDF,SEPULVEDA PASS, ,9/14/12,9/15/12,14,Perim by NPS from air photo and LANDSAT,0,53.52310181,7,1, ,1884.992941,216600.4037, , , , , , , , ,0,0,1362, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.556764,0.222395,0,0,0,0,0,2.001554,26.909779,21.794697,0,0,0,0,0,0,0.13247
5667,17317,CA,CDF,LMU,CHENEY,4047,9/13/12,9/15/12,9,the diff between report and actual is correct,230,230.5119934,2,1, ,4502.427189,932849.9065, , , , , , , , ,0,0,1363, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,25.57541,0,108.973485,95.629793,0,0,0,0,0,0,56.35041
5671,17321,CA,CDF,LNU,SODA,1216,2/23/12,2/26/12,18, ,200,196.7220001,2,1, ,5655.644505,796104.8283, , , , , , , , ,0,0,1367, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,3.113528,0.44479,188.590847,2.668738,0,0,0,0,0,0,116.81538
5672,17322,CA,CDF,LNU,STONY,7930,10/1/12,10/2/12,10, ,0,5.728559971,6,1, ,960.1902847,23182.63966, , , , , , , , ,0,0,1368, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.334369,1.111974,0.44479,0,0,0,0,0,0,2.668738,0,0,0,0,0,0,4.75703
5675,17328,CA,USF,LPF,LOOKOUT,3127,10/17/12,10/27/12,5, ,44,43.56769943,1,1, ,1700.034368,176312.3414, , , , , , , , ,0,0,1374, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,12.009323,18.903564,12.898902,0,0,0,0,0,0,0,16.89811
5676,17338,CA,CDF,MEU,FLYNN,7075,10/1/12,10/1/12,11, ,195,194.576004,7,1, ,7037.3576,787421.0491, , , , , , , , ,0,0,1384, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.111974,0,0,0,0,0,137.662422,8.451005,6.671846,40.698261,0,0,0,0,0,0,81.49069
5677,17342,CA,CDF,MEU,POND,3941,6/14/12,6/19/12,2,Fire Origin area but spotted across creek.,33,0.730867982,1,1, ,222.6263189,2957.717994, , , , , , , , ,0,0,1388, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0.222395,0.667185,0,0,0,0,0,0,0,0.73087
5678,17343,CA,CDF,MEU,POND,3941,6/14/12,6/19/12,2,Larger portion of the Pond resulting from a spot.,33,21.93610001,1,1, ,1503.672871,88772.17633, , , , , , , , ,0,0,1389, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,14.233271,0.667185,7.116636,0,0,0,0,0,0,0,21.93608
5684,17363,CA,CDF,NEU,BREWER,21971,10/5/12,10/5/12,5, ,150,79.67569733,1,1, ,3551.604153,322435.9757, , , , , , , , ,0,0,1409, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0.222395,0,0,0,0,0,0,0,0,57.377876,0,20.682723,0,2.001554,0,0,49.19205
5686,17375,CA,CDF,NEU,TWENTY,15225,7/13/12,7/13/12,2, ,13,13.03009987,1,1, ,1395.369945,52730.86799, , , , , , , , ,0,0,1421, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,1.779159,0,0,0,11.342138,0,0,0,0,0,0,13.03008
5687,17390,CA,USF,PNF,BRIDGE,11,3/5/12,,5,Escaped debris burn on a windy day. Charged to mutual aid on private land.,12.2,11.95149994,1,1, ,1002.13314,48366.01892, , , , , , , , ,0,0,1436, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0.667185,0,0,0,0,0,4.670292,0,4.225502,0,0,0,2.223949,0,0,0,11.9515
5689,17396,CA,CDF,RRU,BONITA,78088,8/9/12,8/9/12,1, ,6.413145705,6.413169861,1,1, ,673.9326599,25953.1837, , , , , , , , ,0,0,1442, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,6.671846,0,0,0,0,0,0,0,6.41317
5690,17397,CA,CDF,RRU,BRADFORD,71870,7/22/12,7/22/12,14, ,10.05641218,10.05650043,1,1, ,1019.529954,40697.01899, , , , , , , , ,0,0,1443, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,2.001554,0,0,0,0,0,0,0,7.339031,0,0,0,0,0,0,0,10.05645
5692,17399,CA,CDF,RRU,CEDAR,51664,5/25/12,5/26/12,9, ,71.64991592,71.65019989,1,1, ,2289.663896,289958.0822, , , , , , , , ,0,0,1445, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,3.113528,2.891133,0,0,0,0,0,0,63.382537,2.223949,0,0,0.222395,0,0,0,71.6502
5693,17401,CA,CDF,RRU,GILMER,84009,8/25/12,8/25/12,9, ,16.11727495,16.11730003,1,1, ,1124.643769,65224.55855, , , , , , , , ,0,0,1447, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,1.556764,14.455666,0,0,0,0,0,0,16.11734
5694,17402,CA,CDF,RRU,LAKEPOINTE,52340,5/27/12,5/28/12,14, ,256.1025341,256.1040039,1,1, ,5324.918263,1036414.331, , , , , , , , ,0,0,1448, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,14.010877,2.446344,0.222395,0,0,0,0,0,132.99213,105.415167,0,0,0,0,0,0,212.33583
5695,17405,CA,CDF,RRU,ROCK,50833,5/23/12,5/24/12,2, ,45.63410255,45.63430023,1,1, ,2388.190439,184675.3997, , , , , , , , ,0,0,1451, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,8.22861,36.917548,0,0,0,0,0,0,0.04022
5696,17406,CA,CDF,RRU,SCOTT,55825,6/6/12,6/6/12,9, ,4.255847403,4.255859852,1,1, ,773.6934955,17222.87229, , , , , , , , ,0,0,1452, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,2.001554,0.222395,0,0,0,0,0,0,1.111974,0.667185,0,0,0,0,0,0,4.25586
5697,17407,CA,CDF,RRU,TAFFLE,78183,8/9/12,8/10/12,5,CIVILIAN  FATALITY,4.751974357,4.751989841,1,1, ,854.7990007,19230.63487, , , , , , , , ,0,0,1453, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.779159,0,0,0,0,0,0,0,2.891133,0,0,0,0,0,0,0,4.75199
5698,17408,CA,CDF,RRU,TAFFLE,78183,8/9/12,8/10/12,5,SPOT FIRE,0.237347336,0.237348005,1,1, ,150.7152529,960.5144347, , , , , , , , ,0,0,1454, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0,0.23735
5701,17416,CA,USF,SHF,LAKE,3091,10/3/12,10/26/12,9,Lake Complex,10.1,9.714420319,8,1, ,1139.107222,39312.85053, , , , , , , , ,0,0,1462, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.779159,0.222395,0,0,0,0,2.223949,0,5.559872,0,0,0,0,0,0,0,0.30066
5705,17426,CA,CDF,SHU,POWER,7158,9/1/12,9/4/12,9, ,248,247.8639984,1,1, ,5455.22237,1003069.871, , , , , , , , ,0,0,1472, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0.44479,0.222395,0,0,0,51.595609,0,191.03719,4.225502,0,0,0,0,0,0,91.26518
5706,17427,CA,CDF,SHU,WONDERLAND 2,7448,9/10/12,9/10/12,14,wind blew a tree into a powerline,17,13.28979969,6,1, ,1387.345499,53781.71724, , , , , , , , ,0,0,1473, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,4.225502,2.446344,0,6.449451,0,0,0,0,0,0,0,13.28718
5707,17430,CA,CDF,SKU,BOLES,4143,6/21/12,6/21/12,4,Lake Complex,3.5,2.544219971,1,1, ,602.5452763,10296.10543, , , , , , , , ,0,0,1476, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,1.779159,0,0,0.667185,0,0,0,0,0,0,0.5901
5708,17432,CA,CDF,SKU,DENNIS,2325,4/7/12,4/7/12,2,Riding Lawnmower,1,1.019930005,1,1, ,359.0488851,4127.513135, , , , , , , , ,0,0,1478, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0,0.667185,0,0,0,0,0,0,1.01993
5709,17436,CA,CDF,SKU,JOYLAND,2834,4/29/12,4/29/12,5, ,2.34,2.345030069,1,1, ,461.7564743,9489.995806, , , , , , , , ,0,0,1482, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,2.001554,0,0.222395,0,0,0,0,0,0,0,2.34503
5710,17437,CA,LRA,SKU,KUCK,5284,7/29/12,7/29/12,5,Burn Barrel,20,20.31200027,1,1, ,1545.024113,82199.69704, , , , , , , , ,0,0,1483, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,19.793143,0,0,0,0,13.50792
5711,17439,CA,LRA,SKU,MONTAGUE,4872,7/15/12,7/15/12,14, ,0.48,0.485873997,1,1, ,245.0471599,1966.260883, , , , , , , , ,0,0,1485, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0.44479,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0.48587
5713,17458,CA,USF,SQF,CAMPGROUND,1529,6/13/12,6/13/12,9, ,11,11.76809978,8,1, ,1263.063434,47623.90226, , , , , , , , ,0,0,1501, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,1.111974,0,0,0,0,0,0,0,10.230164,0,0,0,0,0,0,0,11.76812
5716,17472,CA,CDF,TCU,ARMARIO,7291,8/7/12,8/11/12,2,3 Structures Lost,33,27.80450058,1,1, ,3184.025489,112520.8873, , , , , , , , ,0,0,1515, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,2.223949,0,0,0,0,4.670292,6.894241,4.225502,8.895795,0.222395,0,0,0,0,0,0,27.80452
5717,17477,CA,CDF,TCU,PENN,6809,7/25/12,8/1/12,2,serious Firefighter injury,800,134.2810059,1,1, ,6227.638703,543415.5818, , , , , , , , ,0,0,1520, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0,0,0,0,0,8.895795,78.727783,1.334369,37.807127,7.561425,0,0,0,0,0,0,134.28091
5719,17481,CA,CCO,VNC,CONEJO,46601,8/10/12,8/10/12,10, ,25,21.88640022,1,1, ,1417.211382,88571.19371, , , , , , , , ,0,0,1524, ,0, , , ,0,0,0, ,0, , ,0,0,2012,0,0.44479,0.222395,0,0,0,0,0,0,21.572302,0,0,0,0,0,0,0,4.79501
5720,17488,CA,USF,ANF,BEE,3796,8/9/13,8/9/13,9, ,250,206.0809937,1,1, ,6050.489628,833978.8475, , , , , , , , ,0,0,1531, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,16.01243,0.222395,0,0,0,0,0.889579,1.556764,183.475765,2.891133,0,0,0,0,0,0,9.01018
5722,17496,CA,USF,ANF,SHARP,3783,8/8/13,8/13/13,7,day two,246,245.4929962,7,1, ,5371.667464,993476.2928, , , , , , , , ,0,0,1539, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,228.177133,14.678061,1.111974,0,0,0,0,0,0,0,34.20574
5724,17504,CA,USF,BDF,KEENBROOK,33,5/15/13,5/15/13,6, ,15,11.0326004,1,1, ,2018.668998,44647.51208, , , , , , , , ,0,0,1547, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,1.111974,4.225502,0,0,0,0,0,0,5.782267,0,0,0,0,0,0,0,0.06586
5725,17505,CA,USF,BDF,KEN,136,11/12/13,11/12/13,9, ,10,5.235990047,1,1, ,1221.14197,21189.31455, , , , , , , , ,0,0,1548, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0.222395,0,0,0,0,0,0,5.115082,0,0,0,0,0,0,0,1.23826
5726,17507,CA,USF,BDF,LYTLE,32,5/13/13,5/13/13,2, Cal Fire # 6760,75,76.87359619,8,1, ,4588.704871,311096.5025, , , , , , , , ,0,0,1550, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,6.449451,3.335923,2.001554,0,2.001554,0,0,0,50.483635,11.342138,0,0,0,0,0,0,40.77875
5728,17512,CA,CDF,BDU,GREY,9043,7/19/13,9/19/13,14,In Muscoy area,12,12.0571003,1,1, ,882.4181287,48793.22861, , , , , , , , ,0,0,1555, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0.222395,0,0,0,0,0,0,0,0,12.454113,0,0,0,0,0,0,9.25311
5731,17522,CA,CDF,BTU,CENTERVILLE,11696,8/31/13,9/1/13,9, ,50,54.39120102,1,1, ,2699.46515,220113.5606, , , , , , , , ,0,0,1565, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,9.562979,27.354569,0,17.124405,0,0,0,0,0,0,0,0.02682
5732,17523,CA,LRA,BTU,LONE,7290,6/3/13,6/3/13,2, ,298,224.9929962,1,1, ,11015.01656,910512.7345, , , , , , , , ,0,0,1566, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,14.233271,0.667185,0,0,0,0,0,0,0,164.127412,0,43.366999,0,0,0,0,146.332
5735,17531,CA,BLM,CCD,RIO, ,8/19/13,8/19/13,14,Kern Co 13-27399,0,2.898420095,1,1, ,551.5523585,11729.47468, , , , , , , , ,0,0,1574, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,2.001554,1.111974,0,0,0,0,0,0,0.0084
5737,17536,CA,USF,CNF,LYON,60,9/9/13,9/12/13,9,167 FS acres burned,263,263.2319946,1,1, ,6150.262701,1065261.018, , , , , , , , ,0,0,1579, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,262.870732,0,0,0,0,0,0,0,93.95236
5738,17544,CA,CDF,FKU,GEORGE,8315,6/25/13,6/27/13,14, ,118,117.7580032,1,1, ,3841.78345,476547.986, , , , , , , , ,0,0,1587, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,4.892687,112.531802,0,0,0,0,0,0,3.27857
5739,17545,CA,CDF,FKU,RUTH HILL,10351,8/3/13,8/4/13,14, ,102,101.2850037,1,1, ,2832.025093,409885.6112, , , , , , , , ,0,0,1588, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,4.003108,0.889579,0,0,0,0,0,0,0.44479,96.074582,0,0,0,0,0,0,0.2466
5740,17549,CA,CDF,HUU,BROWN,5101,8/15/13,8/15/13,2, ,15,14.90100002,2,1, ,1259.946501,60302.26025, , , , , , , , ,0,0,1592, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,2.223949,0,0,0,0,0,0,0,0.44479,11.119743,0,0,0,1.111974,0,0,6.97314
5741,17553,CA,USF,KNF,SALMON COMPLEX,5561,7/31/13,8/25/13,7,"Shelly & Boulder became Salmon Complex, then with Butler became Forks Complex",14785,14785.90039,7,1, ,67570.71951,59836318.01, , , , , , , , ,0,0,1596, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,659.623174,6.894241,0.667185,0.222395,0,10.674954,10065.59166,143.667084,3800.728269,90.514711,0,0,0,0,0,0,7.35527
5742,17560,CA,CCO,KRN,BRANDY, ,5/2/13,5/2/13,14,Kern Co # 13-13806,0,2.96333003,1,1, ,729.1814091,11992.18949, , , , , , , , ,0,0,1603, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0.44479,0,0,0,0,0,0,0,0,2.446344,0,0,0,0,0,0,2.2385
5743,17562,CA,CCO,KRN,EVANS, ,6/22/13,6/22/13,14,Kern Co #13-19949,0,1.352020025,1,1, ,376.5936221,5471.438186, , , , , , , , ,0,0,1605, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0.667185,0,0,0,0,0,0,0,0,0.667185,0,0,0,0,0,0,1.35202
5744,17567,CA,CCO,KRN,JACKS, ,10/5/13,10/5/13,14,Kern Co # 13-32969,0,7.346940041,1,1, ,987.1887845,29732.0064, , , , , , , , ,0,0,1610, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,5.782267,1.556764,0,0,0,0,0,0,0.84076
5745,17568,CA,CCO,KRN,KEM, ,9/22/13,9/22/13,14,Kern Co. # 13-31485,0,4.498320103,1,1, ,683.5688765,18204.04411, , , , , , , , ,0,0,1611, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,1.111974,0.222395,0.44479,0.44479,0,0,2.001554,0,0,0,4.49557
5746,17570,CA,CCO,KRN,PIUTE, ,5/13/13,5/13/13,14,Kern Co. #13-15184,0,0.288323998,1,1, ,287.3336802,1166.806946, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28832
5749,17575,CA,CCO,LAC,BOUQUET,1331,4/8/13,4/8/13,9, Outside Forest lands,7.2,10.92059994,6,1, ,1202.071283,44194.27059, , , , , , , , ,0,0,1617, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,2.223949,0.222395,0,0,0,0,0,0,1.556764,6.671846,0,0,0,0,0,0,6.25069
5750,17576,CA,CCO,LAC,CANYON,223517,9/13/13,9/13/13,14, ,40,12.73040009,1,1, ,1697.763228,51517.98264, , , , , , , , ,0,0,1618, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,2.001554,0,0,0,0,0,0,0,9.562979,0,0,0,0,0,0,0,12.54827
5751,17578,CA,LRA,LAC,CANYON, ,8/19/13,8/19/13,14,2013-CASMP- Cause undet but human- this is a homeless camp,0,1.532760024,6,1, ,311.1763008,6202.868781, , , , , , , , ,0,0,1620, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,1.334369,0,0,0,0,0,0,0,0.02664
5752,17584,CA,CCO,LAC,LOWRIDGE,315713,12/29/13,12/29/13,14, ,15,12.89290047,1,1, ,1684.462271,52175.54814, , , , , , , , ,0,0,1626, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0.889579,0,0,0,0,0,0,0,11.342138,0.222395,0,0,0,0,0,0,11.95948
5753,17585,CA,CCO,LAC,MADISON,126694,5/27/13,5/27/13,2, ,4.7,5.662209988,7,1, ,751.5018717,22914.15891, , , , , , , , ,0,0,1627, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,2.446344,0,0,0,0,0,0,0,2.001554,1.111974,0,0,0,0,0,0,3.59638
5754,17586,CA,CCO,LAC,MADRE,232559,9/23/13,9/27/13,5,USFS # 004612 called Madra,207,209.5019989,7,1, ,4691.872256,847824.295, , , , , , , , ,0,0,1628, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0.222395,0.222395,187.034083,18.681169,2.223949,0,0,0,0,0,87.69961
5755,17587,CA,CCO,LAC,MAGIC,127427,5/28/13,5/28/13,2, ,50,145.1069946,1,1, ,6015.987207,587226.9248, , , , , , , , ,0,0,1629, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,3.113528,0.222395,0,0,0,0,0,0,43.366999,98.743321,0,0,0,0,0,0,130.61041
5756,17590,CA,CCO,LAC,OLD TOPANGA,232,3/11/13,3/11/13,14,2013-CASMP-232,0,0.085204497,6,1, ,71.42593078,344.8103954, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852
5757,17591,CA,LRA,LAC,SHOOTING,4140,8/27/13,8/27/13,2,LACO # 208086,11,10.21500015,8,1, ,1165.444643,41338.65818, , , , , , , , ,0,0,1632, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0.667185,0,0,0,1.779159,7.339031,0,0,0,0,0,0,10.215
5758,17595,CA,CDF,LNU,AMIGAS,5373,7/4/13,7/4/13,8, ,11,10.29020023,1,1, ,982.2362924,41642.86586, , , , , , , , ,0,0,1636, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,0,9.11819,0.667185,0.222395,0,0,0,0,7.5112
5760,17598,CA,CDF,LNU,BOHAN,8255,9/25/13,9/25/13,11, ,2.5,7.909989834,2,1, ,728.970977,32010.60557, , , , , , , , ,0,0,1638, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,2.001554,0,4.447897,1.779159,0,0,0,0,0,0,0.67039
5761,17603,CA,CDF,LNU,DUTCHER,3194,5/8/13,5/8/13,9, ,0.125,21.44639969,2,1, ,1424.528756,86790.41525, , , , , , , , ,0,0,1643, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,2.223949,0,0,0,0,1.556764,3.335923,8.895795,5.559872,0,0,0,0,0,0,0,4.46052
5762,17604,CA,LRA,LNU,GADDY,8595,10/3/13,10/4/13,14, ,20,17.72629929,2,1, ,1351.19033,71735.95757, , , , , , , , ,0,0,1644, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0,0,0,11.342138,0,0.222395,0,5.782267,0,0,6.1702
5763,17607,CA,LRA,LNU,LAKESHORE,7325,8/30/13,8/30/13,14, ,7,6.735320091,1,1, ,667.4600694,27256.8781, , , , , , , , ,0,0,1647, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,1.334369,0,0,0,0,0,0,0,1.779159,3.335923,0,0,0,0,0,0,6.70323
5764,17610,CA,CDF,LNU,MOUNT,4769,6/20/13,6/21/13,2, ,25,35.05120087,2,1, ,2180.587391,141847.2843, , , , , , , , ,0,0,1650, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,0,0,0,0,0,0,0.44479,0,20.015538,14.455666,0,0,0,0,0,0,35.05123
5765,17614,CA,CDF,LNU,SILVERADO_2,10171,11/21/13,11/23/13,14, ,190,187.2550049,1,1, ,7438.210119,757795.3852, , , , , , , , ,0,0,1654, ,0, , , ,0,0,0, ,0, , ,0,0,2013,0,4.447897,1.556764,0,0,0,0,4.670292,0.44479,101.189664,72.278332,0,0.222395,0,0,0,0,145.04651
