Year,Region,Ranger_unit,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Firefighter_fatalities,Damaged_structures,Civilian_fatalities,Incident_number,Ranger_unit2,National_forest,County,County2,County3,DPA2,Fire_name2
2000,Cascade,Butte,CONCOW,9/19/2000,9/22/2000,CDF,1835,NA,TB,Equipment use,16,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA
2000,Cascade,Tehama,WEINSTEIN,9/29/2000,10/2/2000,CDF,8284,NA,B,Escape Control,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,San Diego,BARRETT,6/29/2000,6/30/2000,CDF,2000,NA,B,Campfire,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,San Luis Obispo,SHELL,7/22/2000,7/23/2000,USFS,NA,6300,NA,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,Inyo Fire #168,HAPPY CAMP,7/23/2000,7/28/2000,BLM,NA,5500,NA,Under investigation,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,Riverside,STATE (PECHANGA),7/29/2000,8/9/2000,CDF,11900,NA,B,Under investigation,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,San Bernardino,GOLDEN FIRE,8/1/2000,8/8/2000,USFS,NA,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,South,Riverside,BLACK RANCH,9/9/2000,9/11/2000,CDF,475,NA,GB,Shooting,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Mariposa,GRANITE,7/2/2000,7/4/2000,CDF,2000,NA,WB,Shooting,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Tulare,MANTER,7/24/2000,8/9/2000,USFS,NA,74439,NA,Under investigation,15,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Tulare (Kern Co),KING,8/2/2000,8/9/2000,CC,NA,3243,GB,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,San Benito,NORTHFORD,8/3/2000,8/7/2000,CDF,1773,NA,GB,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Calaveras,PARROTTS,8/5/2000,8/6/2000,CDF,700,NA,GB,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Fresno,HIGHWAY,8/13/2000,8/17/2000,CDF,700,NA,GB,Arson,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Mariposa,HUNTER,8/27/2000,9/4/2000,CDF,8084,NA,GB,Equipment use,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,Santa Barbara,HARRIS,9/13/2000,9/18/2000,CC,NA,9700,B,Under investigation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Sierra,El Dorado,LATROBE,10/21/2000,10/21/2000,CDF,750,NA,G,Electrical power,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Coast,Mendocino,RIDGE,6/23/2001,6/25/2001,CDF,610,NA,TGB,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Coast,Mendocino NF/Colusa Glen,TROUGH,8/8/2001,8/20/2001,USFS,NA,24970,NA,Undetermined,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Lassen-Modoc,HILTON,5/20/2001,5/23/2001,CDF,390,NA,T,Debris,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Lassen,DEVIL,5/27/2001,6/1/2001,CDF,4400,NA,T,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Nevada,MARTIS,6/17/2001,7/1/2001,CDF/USFS,5600,8900,T,Campfire,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Lassen,GRASSHOPPER,7/25/2001,7/27/2001,CDF,992,NA,GB,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Lassen,STREAM,7/26/2001,7/26/2001,USFS,NA,3560,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Shasta,POWERHOUSE,7/28/2001,8/1/2001,CDF,490,NA,T,Undetermined,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Modoc,COWHEAD/BLM D438,8/8/2001,8/9/2001,BLM,NA,1670,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Modoc,MODOC COMPLEX,8/8/2001,8/8/2001,USFS,NA,5367,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Shasta,EAST,8/9/2001,8/10/2001,CDF,624,NA,TB,Electrical power,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Lassen,OBSERVATION,8/9/2001,8/15/2001,USFS,NA,67700,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Modoc NF,BLUE COMPLEX,8/9/2001,8/10/2001,USFS,NA,37950,NA,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Placer/Tahoe NF,GAP,8/12/2001,8/17/2001,USFS,NA,2462,NA,Under investigation,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Nevada Desert,BUZZ,8/12/2001,8/12/2001,BLM,NA,2206,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Placer,PONDEROSA,8/17/2001,8/23/2001,CDF,2780,NA,NA,Vehicle,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Trinity,OREGON,8/28/2001,8/31/2001,CDF,1680,NA,NA,Undetermined,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Butte,POE,9/6/2001,9/12/2001,CDF,8333,NA,T,Electrical power,133,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Siskiyou,HAPPY CAMP COMPLEX,9/14/2001,10/10/2001,USGS,NA,8500,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Cascade,Butte,HWY 70,10/24/2001,10/26/2001,CDF,1711,NA,T,Arson,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,San Diego,VIEJAS,1/3/2001,1/8/2001,CDF,2300,8053,B,Smoking,16,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Riverside Palm Springs,TRAM,6/17/2001,6/18/2001,CDF,393,NA,B,Arson,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Inyo NF,MCLAUGHLIN,7/2/2001,7/5/2001,USFS,NA,2900,NA,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Riverside,BALLINGER,7/9/2001,7/9/2001,CDF,350,NA,B,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Riverside,SILENT,7/11/2001,7/12/2001,CDF,548,NA,B,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Riverside,RECHE,7/22/2001,7/23/2001,CDF,1798,NA,B,Vehicle,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Mariposa/SNF,BRICEBURG,7/24/2001,7/25/2001,CDF,800,NA,GWB,Under investigation,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Mono,ASSIST CRATER,8/12/2001,8/15/2001,USFS,NA,5800,NA,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,Cleveland NF/MVU,OROSCO,8/14/2001,8/15/2001,CDF/USFS,20,793,B,Under investigation,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,South,San Diego,BELL,12/8/2001,12/11/2001,CDF,1204,NA,B,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Madera-Mariposa,165,6/13/2001,6/13/2001,LOCAL,NA,1500,G,Undetermined,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Amador,JACKSON,6/13/2001,6/13/2001,CDF,2240,NA,GWB,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Merced,PACHECO,6/16/2001,6/17/2001,CDF,1550,NA,GB,Vehicle,15,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Calaveras,LAKE,7/3/2001,7/3/2001,CDF,550,NA,B,Misc,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Mariposa/Yosemite NP,HOOVER COMPLEX,7/13/2001,NA,NPS,NA,8007,NA,Lightning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Mariposa/Tuolumne,CREEK,8/18/2001,8/24/2001,CDF,11095,NA,TGWB,Arson,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Calaveras,LEONARD,8/19/2001,8/25/2001,CDF,5167,NA,W,Equipment use,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Sequoia NF/Fresno,HIGHWAY,8/19/2001,8/29/2001,USFS,NA,4152,NA,Under investigation,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Madera,NORTH FORK,8/20/2001,8/20/2001,CDF,475,2455,NA,Under investigation,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,El Dorado,STAR,8/25/2001,9/22/2001,USFS,NA,16761,NA,Under investigation,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Calaveras,DARBY,9/5/2001,9/24/2001,CDF,14280,NA,TWGA,Under investigation,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Angeles NF,STABLES,10/12/2001,10/15/2001,USFS,NA,6544,NA,Under investigation,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2001,Sierra,Calaveras,MOORE,10/27/2001,10/31/2001,CDF,580,NA,T,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Coast,Mendocino,BURNS,9/19/2002,9/20/2002,CDF,485,NA,GTW,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Coast,Mendocino,PINE,11/26/2002,11/28/2002,CDF,1200,NA,GB,Debris Burning,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Coast,Santa Clara,CROY,9/23/2002,9/28/2002,CDF,3127,NA,B,Equipment use,34,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Coast,Sonoma-Lake-Napa,POPE,8/9/2002,8/10/2002,CDF,800,NA,B,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Coast,Sonoma-Lake-Napa,SIXTEEN,10/1/2002,10/2/2002,CDF,1500,NA,GB,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Butte,SKYWAY,6/8/2002,6/9/2002,CDF,2000,NA,G,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Lassen-Modoc,BLM D596,7/13/2002,7/13/2002,OTHER,4500,NA,G,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Lassen-Modoc,HORSE COMPLEX,7/13/2002,7/15/2002,BLM,NA,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Lassen-Modoc,CONE,9/26/2002,9/26/2002,USFS,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Nevada-Yuba-Placer,ROCKLIN ASSIST,9/18/2002,9/18/2002,LOCAL,NA,594,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Shasta-Trinity,SQUIRREL,9/3/2002,9/3/2002,CDF,625,NA,GT,Smoking,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Siskiyou,MUSSOLINI,7/13/2002,7/16/2002,CDF,3260,NA,GT,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Cascade,Siskiyou,KNF ASSIST #15,7/25/2002,7/26/2002,USFS,NA,2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,Riverside,CAJALCO FIRE,3/17/2002,3/17/2002,CDF,575,NA,B,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,Riverside,EVENING,4/21/2002,4/23/2002,OTHER,657,NA,B,Playing with fire,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,Riverside,STATE 925 ANTONIO,5/13/2002,5/15/2002,OTHER,338,1134,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,AIRPORT,3/22/2002,3/24/2002,CDF,846,NA,GWB,Misc,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,BOUQUET,5/11/2002,5/13/2002,USFS,NA,4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,ARROWHEAD,5/31/2002,6/5/2002,USFS,NA,2688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,COPPER,6/5/2002,6/12/2002,CC,NA,23407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,BLUECUT,6/16/2002,6/22/2002,USFS,NA,6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,LOUISIANA,6/26/2002,6/30/2002,USFS,NA,6574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,INYO COMPLEX,7/15/2002,7/16/2002,USFS,NA,6550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,ASSIST,9/1/2002,9/5/2002,USFS,NA,20857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,LEONA,9/3/2002,9/8/2002,CC,NA,5124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Bernardino,WILLIAMS,9/22/2002,9/22/2002,USFS,NA,38094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,GAVILAN,2/10/2002,2/15/2002,CDF,5763,NA,B,Debris Burning,43,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,ALISO,3/21/2002,3/21/2002,MILITARY,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,TROY,6/19/2002,6/22/2002,BIA,1180,NA,GWB,Equipment use,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,GARNET,7/13/2002,7/16/2002,CDF,789,NA,B,Undetermined,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,PINES,7/29/2002,8/16/2002,CDF,61690,NA,GTWB,Equipment use,160,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Diego,ASSIST #73,8/24/2002,8/25/2002,OTHER,850,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Luis Obispo,DAVIS,6/9/2002,6/9/2002,CDF,2118,NA,GA,Equipment use,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Luis Obispo,SUDDEN INCIDENT,6/15/2002,6/19/2002,CC,NA,7782,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,South,San Luis Obispo,HWY 58,7/18/2002,7/19/2002,CDF,1380,NA,B,Arson,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Amador-El Dorado,PONY,6/9/2002,6/9/2002,CDF,720,NA,GWB,Electrical power,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Amador-El Dorado,HICKOCK,8/31/2002,8/31/2002,CDF,775,NA,B,Misc,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Amador-El Dorado,PLUM,11/25/2002,11/25/2002,USFS,NA,1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Madera-Mariposa-Merced,NICHOLAS,3/16/2002,3/16/2002,LOCAL,NA,12000,A,Debris Burning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Tuolumne-Calaveras,SPI #3 SOURGRASS,11/25/2002,11/30/2002,CDF,635,NA,TB,Debris Burning,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Tulare,BOREL,6/15/2002,6/17/2002,USFS,NA,3430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Tulare,MCNALLY,7/21/2002,7/21/2002,USFS,NA,150696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Humboldt-Del Norte,CANOE,9/3/2003,9/25/2003,CDF,11036,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Humboldt-Del Norte,LIGHTNING HONEYDEW,9/3/2003,9/3/2003,CDF,13846,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,DEL PUERTO CANYON,5/29/2003,5/29/2003,CDF,597,NA,B,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,BIRD,6/1/2003,6/1/2003,CDF,6804,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,DEL PUERTO,7/20/2003,7/25/2003,CDF,5170,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,HOOVER,8/4/2003,8/4/2003,CDF,2000,NA,W,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,SANTA CLARA COMPLEX,8/25/2003,9/2/2003,CDF,30170,NA,GWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,FOURTY,7/1/2003,7/1/2003,CDF,300,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,40,9/3/2003,9/3/2003,CDF,1400,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,MNF 964 ASSIST,9/3/2003,9/10/2003,OTHER,NA,3500,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Butte,HWY 70,6/24/2003,6/24/2003,LOC,NA,368,G,Vehicle,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Lassen-Modoc,A3,7/2/2003,7/2/2003,CDF,1100,NA,G,Equipment use,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Shasta-Trinity,WHITMORE,10/27/2003,10/30/2003,OTHER,NA,1200,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,LOCAL,2/23/2003,2/23/2003,LOC,NA,12000,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,STAGE,7/4/2003,7/4/2003,CDF,1700,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,LOCAL,7/22/2003,7/22/2003,LOC,NA,2020,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,CANYON,7/25/2003,7/27/2003,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,LOCUST,8/18/2003,8/20/2003,CDF,1898,NA,G,Equipment use,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,PASS,10/21/2003,10/23/2003,CDF,2189,208,B,Arson,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,MOUNTAIN,10/26/2003,10/29/2003,CDF,10000,NA,GB,Equipment use,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Bernardino,GRAND PRIX,10/21/2003,10/21/2003,OTHER,NA,12289,B,Equipment use,136,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,COYOTE,7/16/2003,7/26/2003,CDF,18705,NA,GTWB,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,CEDAR,10/25/2003,11/4/2003,CDF,143734,NA,GTWAB,Misc,4847,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,MINE,10/26/2003,10/28/2003,CDF,46000,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,PARADISE,10/26/2003,11/6/2003,BIA,NA,56700,B,Equipment use,223,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Luis Obispo,PARKHILL,7/20/2003,7/22/2003,CDF,1200,NA,GAB,Vehicle,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Luis Obispo,CHIMNEY INCIDENT,8/10/2003,8/11/2003,OTHER,NA,1500,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Fresno-Kings,F.K.U. 7076,6/19/2003,6/19/2003,LOC,NA,15000,A,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Madera-Mariposa,152,6/15/2003,6/16/2003,CDF,1558,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Madera-Mariposa,HUNTER #9,7/3/2003,7/4/2003,CDF,641,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Mendocino,CREEK,8/8/2004,8/11/2004,CDF,328,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Santa Clara,KINCAID,8/8/2004,8/10/2004,CDF,1246,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Sonoma-Lake-Napa,GEYSERS,9/3/2004,9/8/2004,CDF,12525,NA,TWB,Equipment use,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Sonoma-Lake-Napa,RUMSEY,10/10/2004,10/16/2004,CDF,39138,NA,B,Undetermined,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Butte,OREGON,8/11/2004,8/13/2004,OTHER,NA,2030,GWB,Equipment use,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Lassen-Modoc,STRAYLOR,7/22/2004,7/29/2004,CDF,3422,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Lassen-Modoc,NOD BBT4,8/13/2004,8/16/2004,OTHER,NA,500,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Nevada-Yuba-Placer,STEVENS,8/8/2004,8/12/2004,CDF,934,NA,B,Equipment use,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Shasta-Trinity,BEAR,8/11/2004,8/16/2004,CDF,10848,NA,TW,Equipment use,86,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Shasta-Trinity,FRENCH,8/14/2004,8/20/2004,CDF,13005,NA,TB,Undetermined,30,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Siskiyou,IRONGATE,7/24/2004,7/26/2004,CDF,2400,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,PLEASURE FIRE,4/25/2004,4/16/2004,OTHER,NA,2464,B,Vehicle,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,EAGLE,5/2/2004,5/7/2004,CDF,8831,NA,B,Equipment use,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,GAFFORD,5/2/2004,5/3/2004,CDF,450,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,CERRITO FIRE 681,5/3/2004,5/7/2004,CDF,16460,NA,B,Equipment use,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,COTTONWOOD,5/12/2004,5/15/2004,BLM,NA,1845,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,VERBENIA,7/11/2004,7/16/2004,CDF,3833,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,LAKEVIEW,7/13/2004,7/13/2004,CDF,350,NA,B,Misc,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,MELTON,7/17/2004,7/20/2004,OTHER,NA,3667,B,Misc,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,WARNER,7/1/2004,7/1/2004,CDF,600,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,MATAGUAY,7/13/2004,7/15/2004,CDF,8649,NA,GB,Arson,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,BORDER #16,9/13/2004,9/13/2004,CDF,965,NA,B,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Fresno-Kings,FKU 7654,6/26/2004,6/26/2004,LOC,NA,5000,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Fresno-Kings,GATOS,7/11/2004,7/13/2004,CDF,1307,NA,GB,Equipment use,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Madera-Mariposa,BEAR,9/2/2004,9/4/2004,CDF,400,NA,B,Undetermined,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Madera-Mariposa,OLD HIGHWAY,9/12/2004,9/15/2004,CDF,1347,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Tuolumne-Calaveras,ARMSTRONG #2,8/6/2004,8/14/2004,CDF,879,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
