Year,FIRE_NAME,EXPECT_MATCH_2,DPA,Ranger_unit,County,Start,Contained,CDF_acres_burned,Other_acres_burned,Region,Ranger_unit2,County2,County3,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
2000,UNION,,CDF,Shasta-Trinity,NA,8/14/2000,8/15/2000,350,NA,Cascade,NA,NA,NA,GWB,Equipment use,4,NA,NA,NA,NA,0,0,0
2000,WEINSTEIN,,CDF,Tehama,NA,9/29/2000,10/2/2000,8284,NA,Cascade,NA,NA,NA,B,Escape Control,3,NA,NA,NA,NA,0,0,0
2001,165,,LOCAL,Madera-Mariposa,NA,6/13/2001,6/13/2001,NA,1500,Sierra,NA,NA,NA,G,Undetermined,5,NA,NA,NA,NA,0,0,2
2001,ASSIST CRATER,,USFS,Mono,NA,8/12/2001,8/15/2001,NA,5800,South,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,0,0,0
2001,BALLINGER,,CDF,Riverside,NA,7/9/2001,7/9/2001,350,NA,South,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
2001,BELL,,CDF,San Diego,NA,12/8/2001,12/11/2001,1204,NA,South,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
2001,BLUE COMPLEX,,USFS,Modoc NF,NA,8/9/2001,8/10/2001,NA,37950,Cascade,NA,NA,NA,NA,Lightning,1,NA,NA,NA,NA,NA,NA,NA
2001,BRICEBURG,,CDF,Mariposa/SNF,NA,7/24/2001,7/25/2001,800,NA,South,NA,NA,NA,GWB,Under investigation,0,NA,NA,NA,NA,0,0,0
2001,BUZZ,,BLM,Nevada Desert,NA,8/12/2001,8/12/2001,NA,2206,Cascade,NA,NA,NA,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,COWHEAD/BLM D438,,BLM,Modoc,NA,8/8/2001,8/9/2001,NA,1670,Cascade,NA,NA,NA,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,CREEK,,CDF,Mariposa/Tuolumne,NA,8/18/2001,8/24/2001,11095,NA,Sierra,NA,NA,NA,TGWB,Arson,43,NA,NA,NA,NA,0,0,0
2001,DARBY,,CDF,Calaveras,NA,9/5/2001,9/24/2001,14280,NA,Sierra,NA,NA,NA,TWGA,Under investigation,1,NA,NA,NA,NA,1,0,0
2001,DEVIL,,CDF,Lassen,NA,5/27/2001,6/1/2001,4400,NA,Cascade,NA,NA,NA,T,Equipment use,0,NA,NA,NA,NA,0,0,0
2001,EAST,,CDF,Shasta,NA,8/9/2001,8/10/2001,624,NA,Cascade,NA,NA,NA,TB,Electrical power,0,NA,NA,NA,NA,0,0,0
2001,GAP,,USFS,Placer/Tahoe NF,NA,8/12/2001,8/17/2001,NA,2462,Cascade,NA,NA,NA,NA,Under investigation,1,NA,NA,NA,NA,NA,NA,NA
2001,GRASSHOPPER,,CDF,Lassen,NA,7/25/2001,7/27/2001,992,NA,Cascade,NA,NA,NA,GB,Lightning,0,NA,NA,NA,NA,0,0,0
2001,HAPPY CAMP COMPLEX,,USGS,Siskiyou,NA,9/14/2001,10/10/2001,NA,8500,Cascade,NA,NA,NA,TW,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,HIGHWAY,,USFS,Sequoia NF/Fresno,NA,8/19/2001,8/29/2001,NA,4152,Sierra,NA,NA,NA,NA,Under investigation,8,NA,NA,NA,NA,0,0,0
2001,HILTON,,CDF,Lassen-Modoc,NA,5/20/2001,5/23/2001,390,NA,Cascade,NA,NA,NA,T,Debris,2,NA,NA,NA,NA,0,0,0
2001,HOOVER COMPLEX,,NPS,Mariposa/Yosemite NP,NA,7/13/2001,NA,NA,8007,Sierra,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,0,0,0
2001,HWY 70,,CDF,Butte,NA,10/24/2001,10/26/2001,1711,NA,Cascade,NA,NA,NA,T,Arson,0,NA,NA,NA,NA,0,0,0
2001,JACKSON,,CDF,Amador,NA,6/13/2001,6/13/2001,2240,NA,Sierra,NA,NA,NA,GWB,Equipment use,0,NA,NA,NA,NA,0,0,0
2001,LAKE,,CDF,Calaveras,NA,7/3/2001,7/3/2001,550,NA,Sierra,NA,NA,NA,B,Misc,0,NA,NA,NA,NA,0,0,0
2001,LEONARD,,CDF,Calaveras,NA,8/19/2001,8/25/2001,5167,NA,Sierra,NA,NA,NA,W,Equipment use,22,NA,NA,NA,NA,0,0,0
2001,MARTIS,,CDF/USFS,Nevada,NA,6/17/2001,7/1/2001,5600,8900,Cascade,NA,NA,NA,T,Campfire,5,NA,NA,NA,NA,0,0,0
2001,MCLAUGHLIN,,USFS,Inyo NF,NA,7/2/2001,7/5/2001,NA,2900,South,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,0,0,0
2001,MODOC COMPLEX,,USFS,Modoc,NA,8/8/2001,8/8/2001,NA,5367,Cascade,NA,NA,NA,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,MOORE,,CDF,Calaveras,NA,10/27/2001,10/31/2001,580,NA,Sierra,NA,NA,NA,T,Undetermined,0,NA,NA,NA,NA,0,0,0
2001,NORTH FORK,,CDF,Madera,NA,8/20/2001,8/20/2001,475,2455,Sierra,NA,NA,NA,NA,Under investigation,3,NA,NA,NA,NA,2,0,0
2001,OBSERVATION,,USFS,Lassen,NA,8/9/2001,8/15/2001,NA,67700,Cascade,NA,NA,NA,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,OREGON,,CDF,Trinity,NA,8/28/2001,8/31/2001,1680,NA,Cascade,NA,NA,NA,NA,Undetermined,33,NA,NA,NA,NA,0,0,0
2001,OROSCO,,CDF/USFS,Cleveland NF/MVU,NA,8/14/2001,8/15/2001,20,793,South,NA,NA,NA,B,Under investigation,0,NA,NA,NA,NA,0,0,0
2001,PACHECO,,CDF,Merced,NA,6/16/2001,6/17/2001,1550,NA,Sierra,NA,NA,NA,GB,Vehicle,15,NA,NA,NA,NA,1,0,0
2001,POE,,CDF,Butte,NA,9/6/2001,9/12/2001,8333,NA,Cascade,NA,NA,NA,T,Electrical power,133,NA,NA,NA,NA,0,0,0
2001,PONDEROSA,,CDF,Placer,NA,8/17/2001,8/23/2001,2780,NA,Cascade,NA,NA,NA,NA,Vehicle,0,NA,NA,NA,NA,0,0,0
2001,POWERHOUSE,,CDF,Shasta,NA,7/28/2001,8/1/2001,490,NA,Cascade,NA,NA,NA,T,Undetermined,1,NA,NA,NA,NA,0,0,0
2001,RECHE,,CDF,Riverside,NA,7/22/2001,7/23/2001,1798,NA,South,NA,NA,NA,B,Vehicle,0,NA,NA,NA,NA,0,0,0
2001,RIDGE,,CDF,Mendocino,NA,6/23/2001,6/25/2001,610,NA,Coast,NA,NA,NA,TGB,Equipment use,0,NA,NA,NA,NA,0,0,0
2001,SILENT,,CDF,Riverside,NA,7/11/2001,7/12/2001,548,NA,South,NA,NA,NA,B,Equipment use,0,NA,NA,NA,NA,0,0,0
2001,STABLES,,USFS,Angeles NF,NA,10/12/2001,10/15/2001,NA,6544,Sierra,NA,NA,NA,NA,Under investigation,4,NA,NA,NA,NA,0,0,0
2001,STAR,,USFS,El Dorado,NA,8/25/2001,9/22/2001,NA,16761,Sierra,NA,NA,NA,NA,Under investigation,4,NA,NA,NA,NA,0,0,0
2001,STREAM,,USFS,Lassen,NA,7/26/2001,7/26/2001,NA,3560,Cascade,NA,NA,NA,NA,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2001,TRAM,,CDF,Riverside Palm Springs,NA,6/17/2001,6/18/2001,393,NA,South,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
2001,TROUGH,,USFS,Mendocino NF/Colusa Glen,NA,8/8/2001,8/20/2001,NA,24970,Coast,NA,NA,NA,NA,Undetermined,30,NA,NA,NA,NA,NA,NA,NA
2001,VIEJAS,,CDF,San Diego,NA,1/3/2001,1/8/2001,2300,8053,South,NA,NA,NA,B,Smoking,16,NA,NA,NA,NA,13,0,0
2002,AIRPORT,,CDF,San Bernardino,NA,3/22/2002,3/24/2002,846,NA,South,NA,NA,NA,GWB,Misc,0,NA,NA,NA,NA,0,0,0
2002,ALISO,,MILITARY,San Diego,NA,3/21/2002,3/21/2002,NA,2400,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,ARROWHEAD,,USFS,San Bernardino,NA,5/31/2002,6/5/2002,NA,2688,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,ASSIST,,USFS,San Bernardino,NA,9/1/2002,9/5/2002,NA,20857,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,ASSIST #73,,OTHER,San Diego,NA,8/24/2002,8/25/2002,850,NA,South,NA,NA,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2002,BLM D596,,OTHER,Lassen-Modoc,NA,7/13/2002,7/13/2002,4500,NA,Cascade,NA,NA,NA,G,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2002,BLUECUT,,USFS,San Bernardino,NA,6/16/2002,6/22/2002,NA,6864,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BOREL,,USFS,Tulare,NA,6/15/2002,6/17/2002,NA,3430,Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BOUQUET,,USFS,San Bernardino,NA,5/11/2002,5/13/2002,NA,4977,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BURNS,,CDF,Mendocino,NA,9/19/2002,9/20/2002,485,NA,Coast,NA,NA,NA,GTW,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,CAJALCO FIRE,,CDF,Riverside,NA,3/17/2002,3/17/2002,575,NA,South,NA,NA,NA,B,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,CONE,,USFS,Lassen-Modoc,NA,9/26/2002,9/26/2002,NA,2006,Cascade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,COPPER,,CC,San Bernardino,NA,6/5/2002,6/12/2002,NA,23407,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,CROY,,CDF,Santa Clara,NA,9/23/2002,9/28/2002,3127,NA,Coast,NA,NA,NA,B,Equipment use,34,NA,NA,NA,NA,4,0,0
2002,DAVIS,,CDF,San Luis Obispo,NA,6/9/2002,6/9/2002,2118,NA,South,NA,NA,NA,GA,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,EVENING,,OTHER,Riverside,NA,4/21/2002,4/23/2002,657,NA,South,NA,NA,NA,B,Playing with fire,0,NA,NA,NA,NA,0,0,0
2002,GARNET,,CDF,San Diego,NA,7/13/2002,7/16/2002,789,NA,South,NA,NA,NA,B,Undetermined,0,NA,NA,NA,NA,0,0,0
2002,GAVILAN,,CDF,San Diego,NA,2/10/2002,2/15/2002,5763,NA,South,NA,NA,NA,B,Debris Burning,43,NA,NA,NA,NA,13,0,0
2002,HICKOCK,,CDF,Amador-El Dorado,NA,8/31/2002,8/31/2002,775,NA,Sierra,NA,NA,NA,B,Misc,1,NA,NA,NA,NA,1,0,0
2002,HORSE COMPLEX,,BLM,Lassen-Modoc,NA,7/13/2002,7/15/2002,NA,1580,Cascade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,HWY 58,,CDF,San Luis Obispo,NA,7/18/2002,7/19/2002,1380,NA,South,NA,NA,NA,B,Arson,0,NA,NA,NA,NA,0,0,0
2002,INYO COMPLEX,,USFS,San Bernardino,NA,7/15/2002,7/16/2002,NA,6550,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,KNF ASSIST #15,,USFS,Siskiyou,NA,7/25/2002,7/26/2002,NA,2880,Cascade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,LEONA,,CC,San Bernardino,NA,9/3/2002,9/8/2002,NA,5124,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,LOUISIANA,,USFS,San Bernardino,NA,6/26/2002,6/30/2002,NA,6574,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,MCNALLY,,USFS,Tulare,NA,7/21/2002,7/21/2002,NA,150696,Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,MUSSOLINI,,CDF,Siskiyou,NA,7/13/2002,7/16/2002,3260,NA,Cascade,NA,NA,NA,GT,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,NICHOLAS,,LOCAL,Madera-Mariposa-Merced,NA,3/16/2002,3/16/2002,NA,12000,Sierra,NA,NA,NA,A,Debris Burning,0,NA,NA,NA,NA,0,0,0
2002,PINE,,CDF,Mendocino,NA,11/26/2002,11/28/2002,1200,NA,Coast,NA,NA,NA,GB,Debris Burning,7,NA,NA,NA,NA,0,0,0
2002,PINES,,CDF,San Diego,NA,7/29/2002,8/16/2002,61690,NA,South,NA,NA,NA,GTWB,Equipment use,160,NA,NA,NA,NA,4,0,0
2002,PLUM,,USFS,Amador-El Dorado,NA,11/25/2002,11/25/2002,NA,1765,Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,PONY,,CDF,Amador-El Dorado,NA,6/9/2002,6/9/2002,720,NA,Sierra,NA,NA,NA,GWB,Electrical power,0,NA,NA,NA,NA,0,0,0
2002,POPE,,CDF,Sonoma-Lake-Napa,NA,8/9/2002,8/10/2002,800,NA,Coast,NA,NA,NA,B,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,ROCKLIN ASSIST,,LOCAL,Nevada-Yuba-Placer,NA,9/18/2002,9/18/2002,NA,594,Cascade,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
2002,SIXTEEN,,CDF,Sonoma-Lake-Napa,NA,10/1/2002,10/2/2002,1500,NA,Coast,NA,NA,NA,GB,Equipment use,0,NA,NA,NA,NA,0,0,0
2002,SKYWAY,,CDF,Butte,NA,6/8/2002,6/9/2002,2000,NA,Cascade,NA,NA,NA,G,Undetermined,0,NA,NA,NA,NA,0,0,0
2002,SPI #3 SOURGRASS,,CDF,Tuolumne-Calaveras,NA,11/25/2002,11/30/2002,635,NA,Sierra,NA,NA,NA,TB,Debris Burning,0,NA,NA,NA,NA,0,0,0
2002,SQUIRREL,,CDF,Shasta-Trinity,NA,9/3/2002,9/3/2002,625,NA,Cascade,NA,NA,NA,GT,Smoking,1,NA,NA,NA,NA,0,0,0
2002,STATE 925 ANTONIO,,OTHER,Riverside,NA,5/13/2002,5/15/2002,338,1134,South,NA,NA,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2002,SUDDEN INCIDENT,,CC,San Luis Obispo,NA,6/15/2002,6/19/2002,NA,7782,South,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2002,TROY,,BIA,San Diego,NA,6/19/2002,6/22/2002,1180,NA,South,NA,NA,NA,GWB,Equipment use,3,NA,NA,NA,NA,1,NA,NA
2002,WILLIAMS,,USFS,San Bernardino,NA,9/22/2002,9/22/2002,NA,38094,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,40,,CDF,Sonoma-Lake-Napa,NA,9/3/2003,9/3/2003,1400,NA,Coast,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
2003,152,,CDF,Madera-Mariposa,NA,6/15/2003,6/16/2003,1558,NA,Sierra,NA,NA,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,A3,,CDF,Lassen-Modoc,NA,7/2/2003,7/2/2003,1100,NA,Cascade,NA,NA,NA,G,Equipment use,12,NA,NA,NA,NA,NA,NA,NA
2003,BIRD,,CDF,Santa Clara,NA,6/1/2003,6/1/2003,6804,NA,Coast,NA,NA,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,CANOE,,CDF,Humboldt-Del Norte,NA,9/3/2003,9/25/2003,11036,NA,Coast,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2003,CANYON,,OTHER,Riverside,NA,7/25/2003,7/27/2003,NA,4336,South,NA,NA,NA,B,Arson,1,NA,NA,NA,NA,NA,NA,NA
2003,CEDAR,,CDF,San Diego,NA,10/25/2003,11/4/2003,143734,NA,South,NA,NA,NA,GTWAB,Misc,4847,NA,NA,NA,NA,NA,1,13
2003,CHIMNEY INCIDENT,,OTHER,San Luis Obispo,NA,8/10/2003,8/11/2003,NA,1500,South,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,COYOTE,,CDF,San Diego,NA,7/16/2003,7/26/2003,18705,NA,South,NA,NA,NA,GTWB,Lightning,2,NA,NA,NA,NA,NA,NA,NA
2003,DEL PUERTO,,CDF,Santa Clara,NA,7/20/2003,7/25/2003,5170,NA,Coast,NA,NA,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,DEL PUERTO CANYON,,CDF,Santa Clara,NA,5/29/2003,5/29/2003,597,NA,Coast,NA,NA,NA,B,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA
2003,F.K.U. 7076,,LOC,Fresno-Kings,NA,6/19/2003,6/19/2003,NA,15000,Sierra,NA,NA,NA,A,Misc,NA,NA,NA,NA,NA,NA,NA,NA
2003,FOURTY,,CDF,Sonoma-Lake-Napa,NA,7/1/2003,7/1/2003,300,NA,Coast,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,GRAND PRIX,,OTHER,San Bernardino,NA,10/21/2003,10/21/2003,NA,12289,South,NA,NA,NA,B,Equipment use,136,NA,NA,NA,NA,71,NA,NA
2003,HOOVER,,CDF,Santa Clara,NA,8/4/2003,8/4/2003,2000,NA,Coast,NA,NA,NA,W,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2003,HUNTER #9,,CDF,Madera-Mariposa,NA,7/3/2003,7/4/2003,641,NA,Sierra,NA,NA,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,HWY 70,,LOC,Butte,NA,6/24/2003,6/24/2003,NA,368,Cascade,NA,NA,NA,G,Vehicle,10,NA,NA,NA,NA,NA,NA,NA
2003,LIGHTNING HONEYDEW,,CDF,Humboldt-Del Norte,NA,9/3/2003,9/3/2003,13846,NA,Coast,NA,NA,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2003,LOCAL,,LOC,Riverside,NA,2/23/2003,2/23/2003,NA,12000,South,NA,NA,NA,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA
2003,LOCAL,,LOC,Riverside,NA,7/22/2003,7/22/2003,NA,2020,South,NA,NA,NA,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2003,LOCUST,,CDF,Riverside,NA,8/18/2003,8/20/2003,1898,NA,South,NA,NA,NA,G,Equipment use,1,NA,NA,NA,NA,2,NA,NA
2003,MINE,,CDF,San Diego,NA,10/26/2003,10/28/2003,46000,NA,South,NA,NA,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2003,MNF 964 ASSIST,,OTHER,Sonoma-Lake-Napa,NA,9/3/2003,9/10/2003,NA,3500,Coast,NA,NA,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2003,MOUNTAIN,,CDF,Riverside,NA,10/26/2003,10/29/2003,10000,NA,South,NA,NA,NA,GB,Equipment use,44,NA,NA,NA,NA,NA,NA,NA
2003,PARADISE,,BIA,San Diego,NA,10/26/2003,11/6/2003,NA,56700,South,NA,NA,NA,B,Equipment use,223,NA,NA,NA,NA,10,NA,2
2003,PARKHILL,,CDF,San Luis Obispo,NA,7/20/2003,7/22/2003,1200,NA,South,NA,NA,NA,GAB,Vehicle,18,NA,NA,NA,NA,NA,NA,NA
2003,PASS,,CDF,Riverside,NA,10/21/2003,10/23/2003,2189,208,South,NA,NA,NA,B,Arson,3,NA,NA,NA,NA,4,NA,NA
2003,SANTA CLARA COMPLEX,,CDF,Santa Clara,NA,8/25/2003,9/2/2003,30170,NA,Coast,NA,NA,NA,GWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2003,STAGE,,CDF,Riverside,NA,7/4/2003,7/4/2003,1700,NA,South,NA,NA,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2003,WHITMORE,,OTHER,Shasta-Trinity,NA,10/27/2003,10/30/2003,NA,1200,Cascade,NA,NA,NA,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
2004,ARMSTRONG #2,,CDF,Tuolumne-Calaveras,NA,8/6/2004,8/14/2004,879,NA,Sierra,NA,NA,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA
2004,BEAR,,CDF,Shasta-Trinity,NA,8/11/2004,8/16/2004,10848,NA,Cascade,NA,NA,NA,TW,Equipment use,86,NA,NA,NA,NA,28,NA,NA
2004,BEAR,,CDF,Madera-Mariposa,NA,9/2/2004,9/4/2004,400,NA,Sierra,NA,NA,NA,B,Undetermined,5,NA,NA,NA,NA,10,NA,NA
2004,BORDER #16,,CDF,San Diego,NA,9/13/2004,9/13/2004,965,NA,South,NA,NA,NA,B,Undetermined,1,NA,NA,NA,NA,NA,NA,NA
2004,CERRITO FIRE 681,,CDF,Riverside,NA,5/3/2004,5/7/2004,16460,NA,South,NA,NA,NA,B,Equipment use,28,NA,NA,NA,NA,NA,NA,NA
2004,COTTONWOOD,,BLM,Riverside,NA,5/12/2004,5/15/2004,NA,1845,South,NA,NA,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2004,CREEK,,CDF,Mendocino,NA,8/8/2004,8/11/2004,328,NA,Coast,NA,NA,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2004,EAGLE,,CDF,Riverside,NA,5/2/2004,5/7/2004,8831,NA,South,NA,NA,NA,B,Equipment use,41,NA,NA,NA,NA,NA,NA,NA
2004,FKU 7654,,LOC,Fresno-Kings,NA,6/26/2004,6/26/2004,NA,5000,Sierra,NA,NA,NA,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA
2004,FRENCH,,CDF,Shasta-Trinity,NA,8/14/2004,8/20/2004,13005,NA,Cascade,NA,NA,NA,TB,Undetermined,30,NA,NA,NA,NA,15,NA,NA
2004,GAFFORD,,CDF,Riverside,NA,5/2/2004,5/3/2004,450,NA,South,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
2004,GATOS,,CDF,Fresno-Kings,NA,7/11/2004,7/13/2004,1307,NA,Sierra,NA,NA,NA,GB,Equipment use,8,NA,NA,NA,NA,1,NA,NA
2004,GEYSERS,,CDF,Sonoma-Lake-Napa,NA,9/3/2004,9/8/2004,12525,NA,Coast,NA,NA,NA,TWB,Equipment use,7,NA,NA,NA,NA,NA,NA,NA
2004,HUNT,,CDF,Tuolumne-Calaveras,NA,8/10/2004,8/12/2004,600,NA,Sierra,NA,NA,NA,B,Equipment use,1,NA,NA,NA,NA,NA,NA,NA
2004,HWY 4 #2,,CDF,Tuolumne-Calaveras,NA,8/6/2004,8/9/2004,3443,NA,Sierra,NA,NA,NA,GWB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2004,IRONGATE,,CDF,Siskiyou,NA,7/24/2004,7/26/2004,2400,NA,Cascade,NA,NA,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2004,KINCAID,,CDF,Santa Clara,NA,8/8/2004,8/10/2004,1246,NA,Coast,NA,NA,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2004,LAKEVIEW,,CDF,Riverside,NA,7/13/2004,7/13/2004,350,NA,South,NA,NA,NA,B,Misc,2,NA,NA,NA,NA,NA,NA,NA
2004,MATAGUAY,,CDF,San Diego,NA,7/13/2004,7/15/2004,8649,NA,South,NA,NA,NA,GB,Arson,3,NA,NA,NA,NA,NA,NA,NA
2004,MELTON,,OTHER,Riverside,NA,7/17/2004,7/20/2004,NA,3667,South,NA,NA,NA,B,Misc,20,NA,NA,NA,NA,NA,NA,NA
2004,NOD BBT4,,OTHER,Lassen-Modoc,NA,8/13/2004,8/16/2004,NA,500,Cascade,NA,NA,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
2004,OLD HIGHWAY,,CDF,Madera-Mariposa,NA,9/12/2004,9/15/2004,1347,NA,Sierra,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
2004,OREGON,,OTHER,Butte,NA,8/11/2004,8/13/2004,NA,2030,Cascade,NA,NA,NA,GWB,Equipment use,5,NA,NA,NA,NA,NA,NA,NA
2004,PATTISON,,CDF,Tuolumne-Calaveras,NA,9/3/2004,9/5/2004,2476,NA,Sierra,NA,NA,NA,GB,Vehicle,62,NA,NA,NA,NA,4,NA,NA
2004,PLEASURE FIRE,,OTHER,Riverside,NA,4/25/2004,4/16/2004,NA,2464,South,NA,NA,NA,B,Vehicle,9,NA,NA,NA,NA,NA,NA,NA
2004,RUMSEY,,CDF,Sonoma-Lake-Napa,NA,10/10/2004,10/16/2004,39138,NA,Coast,NA,NA,NA,B,Undetermined,6,NA,NA,NA,NA,1,NA,NA
2004,STEVENS,,CDF,Nevada-Yuba-Placer,NA,8/8/2004,8/12/2004,934,NA,Cascade,NA,NA,NA,B,Equipment use,2,NA,NA,NA,NA,NA,NA,NA
2004,STRAYLOR,,CDF,Lassen-Modoc,NA,7/22/2004,7/29/2004,3422,NA,Cascade,NA,NA,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2004,VERBENIA,,CDF,Riverside,NA,7/11/2004,7/16/2004,3833,NA,South,NA,NA,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2004,WARNER,,CDF,San Diego,NA,7/1/2004,7/1/2004,600,NA,South,NA,NA,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2005,36-2,,CDF,Tehama-Glenn,NA,8/10/2005,8/11/2005,2700,NA,Cascade,NA,NA,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
2005,BORDER #50,,CDF,San Diego,NA,10/5/2005,10/8/2005,4103,NA,South,NA,NA,NA,TB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA
2005,CABEU003316,,OTHER,San Benito-Monterey,NA,9/4/2005,9/5/2005,NA,1393,Sierra,NA,NA,NA,GB,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA
2005,CLOVER,,CDF,Sonoma-Lake-Napa,NA,9/16/2005,9/17/2005,751,NA,Coast,NA,NA,NA,WB,Undetermined,1,NA,NA,NA,NA,NA,NA,NA
2005,COWPIE,,CDF,Madera-Mariposa,NA,8/1/2005,8/1/2005,3200,NA,Sierra,NA,NA,NA,G,Misc,NA,NA,NA,NA,NA,NA,NA,NA
2005,FIVE,,CDF,Fresno-Kings,NA,6/4/2005,6/5/2005,5514,NA,Sierra,NA,NA,NA,G,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA
2005,MANTON,,CDF,Tehama-Glenn,NA,8/26/2005,8/29/2005,1830,NA,Cascade,NA,NA,NA,B,Vehicle,29,NA,NA,NA,NA,1,NA,NA
2005,MILLWOOD,,CDF,Tulare,NA,7/7/2005,7/7/2005,2600,NA,Sierra,NA,NA,NA,W,Arson,NA,NA,NA,NA,NA,NA,NA,NA
2005,PARADISE,,CDF,San Bernardino,NA,6/22/2005,6/25/2005,3082,NA,South,NA,NA,NA,B,Undetermined,6,NA,NA,NA,NA,8,NA,NA
