FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Region_rb,DPA_rb,Start_rb,Cause_rb,County_rb,County2_rb,County3_rb,DPA2_rb,Firefighte,Total_dama,OID_,Fire_rb,Expect_shp,Ranger_rb,Ranger2_rb,Contain_rb,CDFacre_rb,Otherac_rb,Totalac_rb,Veg_rb,Destroyed,Inci_rb,Forest_rb,Damaged,Civilian,Year,NLCD_11,NLCD_21,NLCD_22,NLCD_23,NLCD_24,NLCD_31,NLCD_41,NLCD_42,NLCD_43,NLCD_52,NLCD_71,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NLCD_0,NLCD_12,WUI_area
33,58,CA,CCO,ORC,CROWN VALLEY,00000000,2007-07-13,NA,8,NA,0,22.87269974,0,1,07045332,1886.90016,92562.39319,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3894,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,0,0,0,0,0,0,0,0,4.225502,17.346800000000002,0,0,0,0.44479,0,0,0.03208
34,59,CA,CCO,ORC,261 INCIDENT,00000000,2007-07-27,NA,10,NA,0,89.76789856,0,1,07048570,2815.55182,363277.9636,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3895,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,0.667185,0.222395,0,0,0,0,0,0,89.180341,0.222395,0,0,0,0,0,0,45.98506
36,61,CA,CCO,SBC,CEMETERY,00006785,2007-08-20,2007-08-23,8,Children playing with fire,490,501.57901,7,1,00006785,7608.322311,2029816.898,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3897,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,2.891133,0.889579,0,0,1.779159,0,3.558318,59.379429,368.508294,62.937747,0,0,0,0,0,0,4.9e-4
37,66,CA,CCO,LAC,KANAN,00000457,2007-07-03,2007-07-03,2,NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,0.5,0.51394397,1,1,00000457,202.5249445,2079.857011,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3902,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,0.44479,0.222395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51394
38,67,CA,CCO,LAC,FLORES,00000535,2007-08-05,2007-08-05,10,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",0.1,0.093504302,1,1,00000535,69.04504431,378.3984395,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935
39,68,CA,CCO,LAC,AGOURA 2,00000677,2007-10-07,2007-10-07,7,"NPS by ground GPS. arson suspected, accuracy 20m",2,2.014410019,1,1,00000677,320.2726357,8152.037112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3903,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,0,0,0,0,0,0,0,0,0,1.779159,0,0,0,0,0,0,0,2.01441
41,73,CA,CCO,ORC,241 INCIDENT,00000000,2007-03-11,2007-03-13,7,NA,0,1618.079956,7,1,07016557,17664.21662,6548134.437,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3907,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,2.891133,72.055937,25.13062,1.556764,0,0,0,5.782267,4.892687,1475.14515,17.346800000000002,0,0,7.116636,3.558318,0,0,169.87252
99,263,CA,CCO,LAC,BUCKWEED,00000167,2007-10-21,2007-10-21,8,LACo # 232185,38356,38347.5,2,1,00000167,93267.91093,155186722.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4096,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2007,2.223949,1627.263238,416.545585,135.660869,3.558318,60.491404,0,157.900355,1977.090363,23551.17158,10367.1591,0.667185,0,13.566087,25.57541,0,0,7599.13701
118,356,CA,CCO,LAC,TOVEY,05141999,2005-07-05,2005-07-08,14,NA,1200,983.4730225,1,1,05141999,14377.28374,3979973.97,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4188,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2005,0,19.570748,1.111974,0,0,0,0,0,1.334369,63.604932,898.252866,0,0,0,0,0,0,44.70158
147,513,CA,CCO,VNC,SAPRA,00000000,1990-07-05,NA,14,NA,0,127.8010025,0,1,00000000,3217.211421,517192.7406,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4792,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,3.335923,0.667185,0,0,0,0,0,0,123.873941,0,0,0,0,0,0,0,116.38924
148,514,CA,CCO,VNC,SHIELLS,00000000,1990-10-09,NA,14,NA,0,403.2380066,0,1,00000000,7695.347165,1631845.244,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4793,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,34.248809,1.111974,0,0,0,0,9.785374,0.222395,348.047966,6.671846,0.667185,2.891133,0,0,0,0,79.40028
149,515,CA,CCO,VNC,POLE,00000000,1990-06-23,NA,14,NA,0,257.2049866,0,1,00000000,4751.437635,1040871.161,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4794,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,8.006215,0,0,0,2.223949,0,4.003108,2.446344,87.623577,152.785273,0,0,0,0,0,0,0.77323
151,527,CA,CCO,MRN,OAK MANOR,00000931,1982-07-15,NA,14,NA,0,70.30180359,0,1,00000013,2680.598854,284501.246,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4798,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1982,0,3.335923,0.667185,0,0,0,2.223949,14.678061,13.121297,6.894241,30.023307,0,0,0,0,0,0,64.25488
162,788,CA,CCO,LAC,WEBB FIRE II,00121026,1990-06-28,NA,14,NA,0,339.678009,0,1,00000990,8925.723622,1374629.438,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4803,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,12.676507,0,0,0,0,0,0.222395,0,315.355921,11.564533,0,0,0,0,0,0,208.14297
163,789,CA,CCO,LAC,NA,00000000,1990-01-05,NA,14,NA,0,1.796200037,0,1,00000000,320.8279399,7268.981641,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4804,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,0.889579,0,0.889579,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7962
165,839,CA,CCO,MRN,BRONCO,00001023,1981-08-14,NA,14,NA,0,45.24890137,0,1,00000042,1712.251482,183115.7053,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4810,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1981,0,2.223949,0,0,0,0,0,0.44479,0.667185,21.349907,20.015538,0,0,0,0,0,0,0.07456
173,1108,CA,CCO,KRN,SPRING,05018658,2005-07-08,2005-07-10,10,NA,828.38,828.3779907,7,1,05018658,9302.702594,3352325.963,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4354,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2005,0,18.013984,0.222395,0,0,0,0,1.779159,0,114.533356,694.316773,0,0,0,0,0,0,20.40664
174,1114,CA,CCO,VNC,SCHOOL INCIDENT,05101786,2005-11-18,2005-11-21,11,NA,3900,3892.22998,2,1,00000000,20593.44242,15751312.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4360,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2005,0,245.079143,62.937747,11.786928,2.001554,0.222395,0,30.468097,13.566087,1911.261483,1600.575854,0,0.44479,6.004661,3.558318,0,0,283.54058
193,2069,CA,CCO,ORC,RIDGE LINE,00000000,1994-06-24,NA,14,NA,0,706.401001,0,1,00000000,9867.620922,2858703.619,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4821,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,79.394967,37.139943,54.264347,2.668738,155.009222,0,0,0,72.055937,302.457018,0.889579,0,0,0,0,0,7.04835
195,2074,CA,CCO,VNC,COZY DELL,00000000,1990-09-01,NA,14,NA,0,2974.560059,0,1,00000000,15494.87456,12037626.66,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4824,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,143.667084,1.779159,0.222395,0,0,0,248.192671,447.013682,1312.129713,814.187606,0.44479,3.113528,3.558318,0,0,0,274.17317
196,2075,CA,CCO,VNC,LOS PADRES,00000000,1990-09-01,NA,14,NA,0,20539.80078,0,1,00000000,46191.49564,83121767.56,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4825,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,70.721568,336.038643,12.009323,0.222395,0,6.004661,0,1900.14174,2874.231255,10130.53096,5145.105237,8.6734000000000009,0,39.808681,14.455666,0,0,744.54413
197,2076,CA,CCO,VNC,MATILIJA,00000000,1990-04-01,NA,14,NA,0,2641.090088,0,1,00000000,22587.04458,10688119.42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4826,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,28.244148,193.26113899999999,23.129066,0.222395,0,2.223949,0,151.228509,106.749536,1448.457766,274.65766,2.223949,14.233271,75.614255,108.3063,0,0,533.86848
198,2451,CA,CCO,LAC,NA,00000000,1990-10-12,NA,14,NA,0,4.904059887,0,1,00000000,591.5782561,19846.02365,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4834,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,0,0,0,0,0,0,0,0,4.670292,0,0,0,0,0,0,0,4.90406
199,2452,CA,CCO,LAC,NA,00000000,1990-06-25,NA,14,NA,0,49.77939987,0,1,00000000,1921.925328,201449.903,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4835,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,2.446344,0.44479,0,0,0,0,0,0,46.480527,0,0,0,0,0,0,0,39.48192
223,3299,CA,CCO,KRN,BRECK,00000000,1998-07-08,NA,7,NA,0,4471.509766,0,1,00000000,19037.72983,18095555.27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4908,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1998,0,4.225502,2.001554,0.44479,0,0,0,0,0,26.242594,4437.444772,0,0,0,0,0,0,20.79503
225,3301,CA,CCO,MRN,NACASIO,00001510,1999-08-28,NA,14,NA,0,55.7983017,0,1,00000000,3005.828318,225807.7206,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4910,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1999,0,0.667185,0.222395,0,0,0,0,4.670292,2.891133,22.017092,5.115082,0,0,0,0,0,0,55.7983
231,3609,CA,CCO,SBC,GAVIOTA,00004032,2004-06-05,2004-06-12,1,NA,7443,7197.669922,6,1,00004032,31804.23939,29127936.36,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3250,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,12.231718,118.536464,161.236278,62.270563,8.6734000000000009,0.222395,0,706.103701,1568.550994,3905.253856,595.128663,0,0,39.808681,11.342138,0,0,33.34063
232,3610,CA,CCO,VNC,KOENIGSTEIN INCIDENT,04032497,2004-04-26,2004-04-26,14,NA,35,40.23289871,8,1,04032497,1933.656702,162816.7147,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3251,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,0,5.559872,0,0,0,0,0,1.111974,0.222395,13.121297,20.015538,0,0,0,0,0,0,38.56118
233,3611,CA,CCO,VNC,WENDY INCIDENT,04066772,2004-08-24,2004-08-24,10,NA,120,120.9400024,2,1,04066772,4180.326773,489427.6117,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3252,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,0,5.782267,0.889579,0,0,0,0,0,0,114.533356,0.222395,0,0,0,0,0,0,35.21832
234,3612,CA,CCO,LAC,MUNZ,00183690,2004-09-05,2004-09-06,7,NA,267,267.4609985,6,1,00183690,7074.317533,1082374.89,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3253,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,0,0,0,0,0,0,0,0,2.668738,249.52704,13.343692,0,0,0,0,0,0,266.60124
235,3613,CA,CCO,LAC,FOOTHILL,00146068,2004-07-17,2004-07-25,7,NA,5969,5969.52002,6,1,00146068,39921.29718,24157782.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3254,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,10.007769,273.545686,36.917548,11.786928,8.006215,0,0,268.87539400000003,324.696505,4605.130501,421.438272,0,0,4.225502,0,0,0,518.26666
237,3616,CA,CCO,LAC,PINE,00142168,2004-07-12,2004-07-23,9,NA,16271,16271.7002,6,1,00142168,91593.19858,65849039.94,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3257,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,2004,0.222395,136.550448,14.455666,0.44479,0,7.561425,1.334369,3108.857839,1113.308702,11141.76042,736.127008,0.222395,0,1.556764,2.891133,0,0,495.56824
243,3813,CA,CCO,LAC,LAKE FIRE,00921161,1992-08-16,NA,14,NA,0,94.75080109,0,1,00000042,3502.634816,383442.803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4929,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,0.667185,1.779159,0,0,0,0,0,0,91.40429,0.222395,0,0,0,0,0,0,6.47431
244,3815,CA,CCO,LAC,BOUQUET FIRE,00921795,1992-11-11,NA,14,NA,0,120.4540024,0,1,00000055,3647.132587,487460.176,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4931,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,12.676507,8.22861,4.892687,0,0,0,0,0,91.84908,2.891133,0,0,0,0,0,0,91.15974
245,3817,CA,CCO,LAC,MADD FIRE,00921323,1992-09-17,NA,14,NA,0,71.64150238,0,1,00000004,3143.730237,289923.0422,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4933,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,1.779159,0.222395,0,0,0,0,0,0,62.715352,7.339031,0,0,0,0,0,0,1.8e-4
246,3818,CA,CCO,LAC,VINEHILL FIRE,00921162,1992-08-16,NA,14,NA,0,11.58990002,0,1,00000019,910.5618707,46902.5318,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4934,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,0,0,0,0,0,0,0,0,11.786928,0,0,0,0,0,0,0,11.58987
247,3821,CA,CCO,LAC,MULHOLLAND FIRE,00000000,1992-07-30,NA,14,NA,0,39.42539978,0,1,00000000,2339.710909,159548.9603,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4937,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,2.223949,0,0,0,0,0,0,0,36.250363,0,0,0,0,0,0,0,3.22037
248,3824,CA,CCO,LAC,AVENUE 5,00000000,1992-08-14,NA,14,NA,0,25.74029922,0,1,00000000,1267.726508,104167.3964,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4940,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1992,0,4.003108,1.779159,5.559872,0,0,0,0,1.779159,12.676507,0,0,0,0,0,0,0,3.40399
249,4345,CA,CCO,VNC,SOUTH MOUNTAIN,00000000,1980-10-29,NA,14,NA,0,2395.300049,0,1,00000000,19331.51388,9693434.931,VI,CC,NA,Equipment use,NA,NA,NA,NA,0,0,4943,SOUTH MOUNTAIN,0,San Berrdino,NA,NA,0,3600,3600,B,0,NA,NA,0,0,1980,0,44.478973,1.334369,0,0,0,0,8.22861,0.667185,1881.460571,457.91103,0,0,2.223949,0,0,0,158.18834
250,4346,CA,CCO,VNC,HILL CANYON,00000000,1980-10-28,NA,14,NA,0,11975.2002,0,1,00000000,52784.50753,48462113.54,VI,CC,NA,Campfire,NA,NA,NA,NA,0,0,4944,HILL,0,San Berrdino,NA,NA,0,8700,8700,B,0,NA,NA,0,0,1980,5.115082,789.501776,742.13167,353.830233,8.451005,3.113528,0,75.39186,53.374768,9700.641683,179.472657,1.334369,26.464989,19.570748,15.790036,0,0,2420.28686
258,5232,CA,CCO,LAC,NA,00000000,1979-06-30,NA,14,NA,0,2.087739944,0,1,00000000,424.7076246,8448.798919,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4968,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,0.44479,0.222395,0.222395,0,0,0,0,0,0.667185,0,0,0,0,0,0,0,1.07496
259,5235,CA,CCO,LAC,MILLIE FIRE,00318061,1979-09-19,NA,14,NA,0,1996.290039,0,1,00002254,23206.00825,8078702.777,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4971,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,0,43.811789,15.567641,1.556764,0,0,0,1.779159,6.671846,1567.661414,20.460328,0,0,15.567641,0.667185,0,0,274.10654
275,5406,CA,CCO,LAC,EARLY FIRE,00921112,1984-04-17,NA,14,NA,0,42.90829849,0,1,00004784,2435.896264,173643.6238,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5010,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1984,0,6.004661,8.22861,10.007769,0,0,0,0,0,10.230164,8.451005,0,0,0,0,0,0,42.15404
276,5407,CA,CCO,LAC,VISTA FIRE,00921114,1984-07-13,NA,14,NA,0,374.3469849,0,1,00006684,13392.33496,1514928.881,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5011,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1984,0,52.707583,132.769735,165.684176,0.44479,0.222395,0,0,0,11.786928,9.11819,0,0,0,0,0,0,170.11135
277,5408,CA,CCO,LAC,LUMBER FIRE,00931074,1984-05-07,NA,14,NA,0,499.0650024,0,1,00007584,12126.10154,2019644.924,VI,USFS,5/28/1984,BA,NA,NA,NA,NA,0,0,5012,LYTLE,0,San Berrdino,NA,5/30/1984,0,2100,2100,B,0,NA,NA,0,0,1984,0,146.113427,60.269009,29.578517,0.222395,0,0,0,0,243.744774,16.679615,0,0,0,0,0,0,485.482
311,5628,CA,CCO,LAC,GODDE FIRE,00922456,1990-06-29,NA,14,NA,0,178.8910065,0,1,00000090,4945.83112,723947.3502,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5106,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,11.786928,17.124405,0.44479,0,0,0,0,0,114.088567,34.248809,0,0,0,0,0,0,155.11163
312,5630,CA,CCO,LAC,CALGROVE FIRE,00931246,1990-07-04,NA,14,NA,0,89.07949829,0,1,00000790,3137.052392,360491.8628,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5108,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1990,0,5.337477,0.667185,0.222395,0,0,0,0,0,82.73089,0,0,0,0,0,0,0,88.91424
321,5658,CA,CCO,LAC,LATIGO FIRE,00941773,1994-12-08,NA,14,NA,0,63.10950089,0,1,00000021,2785.56601,255395.0318,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5130,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1994,0,10.230164,4.447897,0.44479,0,0,0,0,0,48.037291,0.222395,0,0,0.222395,0.222395,0,0,9.08198
340,5900,CA,CCO,SBC,EAGLE CANYON,00000000,1979-09-18,NA,9,NA,0,3764.52002,0,1,00000063,23787.15583,15234482.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5193,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,1979,9.562979,330.033982,151.673299,51.373214,0.889579,0.44479,0,236.405743,253.085358,1909.927114,686.977743,37.807127,88.735552,3.780713,1.779159,0,0,482.65769
