Year,FIRE_NAME,Damaged_structures,Destroyed_structures,Ranger_unit,Start,Incident_number,County,County2,Region,Ranger_unit2,National_forest,County3,Fire_name2,DPA,DPA2,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Firefighter_fatalities,Civilian_fatalities,Contained
2015,CREEK,0,0,NA,7/31/15,MMU-14907,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,1450,NA,G,Vehicle,0,0,7/31/15
2017,CREEK,0,0,NA,6/23/17,FKU-8759,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,357,NA,BG,Debris Burning,0,0,6/27/17
2017,CREEK,0,0,NA,9/3/17,STF-2590,Tuolumne,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1749,BT,Lightning,0,0,11/20/17
1994,CREEK,0,3,Tuolumne-Calaveras,8/9/94,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,442,NA,TB,Smoking,0,0,8/14/94
2001,CREEK,0,43,Mariposa/Tuolumne,8/18/01,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,11095,NA,TGWB,Arson,0,0,8/24/01
2017,CREEK,81,123,NA,12/5/17,LAC-362189,Los Angeles,NA,NA,NA,NA,NA,NA,CC,NA,NA,15619,B,Undetermined,0,0,12/29/17
2004,CREEK,0,0,Mendocino,8/8/04,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,328,NA,GTB,Equipment use,NA,NA,8/11/04
2006,CREEK,0,0,Lassen-Modoc,7/18/06,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1234,0,T,Undetermined,NA,NA,7/21/06
1984,CREST,0,0,Angeles NF,1/26/84,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,NA,600,BG,Electrical power,NA,NA,1/29/84
2017,CRISTIANITOS,0,0,NA,6/28/17,MCP-172047,San Diego,NA,NA,NA,NA,NA,NA,DOD,NA,NA,761,BG,Undetermined,0,0,7/1/17
1979,CROCKER,0,0,San Luis Obispo,7/28/79,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2262,0,G,Arson,NA,NA,7/28/79
2016,CROWN,0,0,NA,9/15/16,SNF-2154,Fresno,NA,NA,NA,NA,NA,NA,USFS,NA,NA,800,T,Lightning,0,0,10/31/16
2010,CROWN,6,10,NA,7/29/10,LAC-10169202,Los Angeles,NA,NA,NA,NA,NA,NA,CALFIRE,CC,14000,NA,BG,Undetermined,0,0,8/3/10
2002,CROY,4,34,Santa Clara,9/23/02,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,3127,NA,B,Equipment use,0,0,9/28/02
1994,CRYSTAL,0,0,Tahoe NF (USFS Assist),8/4/94,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,7310,NA,Equipment use,0,0,8/7/94
2008,CUB COMPLEX,0,0,NA,6/21/08,LNF-2713,Lassen,NA,NA,NA,NA,NA,NA,USFS,NA,NA,19718,T,Lightning,0,0,7/20/08
2015,CUESTA,0,1,NA,8/16/15,SLU-8555,San Luis Obispo,NA,NA,NA,NA,NA,NA,CDF,NA,2446,NA,G,Vehicle,0,0,9/3/15
1981,CULP,0,0,San Diego,7/28/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,1045,0,B,Misc,NA,NA,7/28/81
2016,CURRY,0,0,NA,7/1/16,FKU-9100,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,2944,NA,BG,Undetermined,0,0,7/4/16
1990,CUYAMACA,0,0,San Diego,8/6/90,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,400,NA,WB,Lightning,NA,NA,8/8/90
1980,DAGGER,0,0,San Bernardino,4/11/80,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,750,B,Debris,NA,NA,4/14/80
2012,DALE,5,2,NA,7/5/12,SHU-005135,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,1083,NA,GB,Undetermined,0,0,7/7/12
1980,DAM,0,0,San Bernardino,9/27/80,NA,NA,NA,VI,NA,NA,NA,NA,NF,NA,0,5800,B,Other Rec.,NA,NA,9/29/80
2013,DANCE,0,3,NA,7/29/13,SRF-1373,Humboldt,NA,NA,NA,NA,NA,NA,USFS,NA,NA,577,TB,Unidentified,0,0,8/2/13
2001,DARBY,1,1,Calaveras,9/5/01,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,14280,NA,TWGA,Under investigation,0,0,9/24/01
2014,DARK HOLE,0,0,NA,7/16/14,YNP-57,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,1077,TB,Lightning,0,0,8/20/14
2008,DAUGHERTY GATE,0,0,Mendocino,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3000,NA,T,Lightning,0,0,7/13/08
2002,DAVIS,0,0,San Luis Obispo,6/9/02,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,2118,NA,GA,Equipment use,0,0,6/9/02
1981,DAWSON,0,2,Riverside,6/17/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,6400,0,B,Smoking,NA,NA,6/17/81
1981,DAWSON #2,0,0,Riverside,6/28/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,450,0,B,Play W/Fire,NA,NA,6/28/81
2007,DAWSON-RRU2TAC22,0,0,NA,5/8/07,NA,NA,NA,Riverside,NA,NA,NA,NA,NA,NA,990,0,GB,Equipment use,0,0,5/9/07
2014,DAY,0,10,NA,7/30/14,LMU-3472,Modoc,NA,NA,NA,NA,NA,NA,CDF,NA,13153,NA,TB,Lightning,0,0,8/13/14
2009,DAY,0,0,Lassen,8/27/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,853,NA,T,Undetermined,0,0,8/30/09
1990,DAY,0,3,Lassen-Modoc,8/10/90,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,4166,541,TGWB,Lightning,NA,NA,8/13/90
1992,DAY FIRE,0,0,Lassen-Modoc,6/2/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,500,NA,TW,Equipment use,0,0,6/4/92
1982,DAYTON,0,0,Ventura & Los Angeles,10/9/82,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,0,54000,BG,Arson,NA,NA,10/11/82
1985,DECKER,0,0,Los Angeles County,10/14/85,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,NA,11000,B,Arson,NA,NA,10/17/85
1996,DEEP CREEK,0,0,San Bernardino,6/1/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,920,NA,B,Arson,0,0,6/2/96
2013,DEER,0,0,NA,8/23/13,TGU-6768,Tehama,NA,NA,NA,NA,NA,NA,CDF,NA,11429,NA,BG,Electrical power,0,0,8/26/13
2015,DEER,0,0,NA,8/18/15,KRN-30112,Kern,NA,NA,NA,NA,NA,NA,KRN,NA,NA,311,NA,Undetermined,0,0,8/20/15
2016,DEER,0,0,NA,7/1/16,KRN-24109,Kern,NA,NA,NA,NA,NA,NA,CC,NA,NA,1785,BGT,Undetermined,0,0,7/10/16
1985,DEER,0,8,San Diego,7/2/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,380,140,B,Arson,NA,NA,7/2/85
1986,DEER,0,0,Sierra NF,9/9/86,NA,NA,NA,IV,NA,NA,NA,NA,USFS,NA,NA,11860,BG,NA,NA,NA,9/19/86
2008,DEER PARK,0,2,Sonoma-Lake-Napa,10/10/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,300,NA,TB,Equipment Use,0,0,10/14/08
1986,DEER VALLEY RANCH,0,0,San Benito-Monterey,6/17/86,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,960,NA,WA,Equipment use,NA,NA,6/17/86
2008,DEERHORN,0,0,NA,9/8/08,HIA-220,Humboldt,NA,NA,NA,NA,NA,NA,USFS,NA,NA,381,TBG,Undetermined,0,0,9/14/08
1999,DEHAVEN GULCH,0,0,Tehama-Glenn,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,17000,NA,WB,Lightning,0,0,8/28/99
1990,DEHESA #2,0,5,San Diego,6/27/90,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,1500,NA,B,Misc,NA,NA,6/28/90
1997,DEL DIOS,0,2,San Diego,9/24/97,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1200,NA,B,Arson,0,0,9/25/97
2003,DEL PUERTO,0,0,Santa Clara,7/20/03,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,5170,NA,GB,Equipment use,NA,NA,7/25/03
2006,DEL PUERTO,0,0,Santa Clara,6/30/06,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,2593,0,GWB,Debris Burning,NA,NA,7/3/06
1980,DEL PUERTO CANYON,0,0,Santa Clara,7/30/80,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,1400,0,WBG,Arson,NA,NA,7/31/80
2003,DEL PUERTO CANYON,0,0,Santa Clara,5/29/03,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,597,NA,B,Debris Burning,NA,NA,5/29/03
1983,DEL VALLE P.G. & E.,0,0,Santa Clara,7/12/83,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,4650,0,WBG,Equipment use,NA,NA,7/16/83
1980,DELL,0,0,Riverside,7/20/80,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,496,0,B,Arson,NA,NA,7/20/80
1998,DELUZ,0,0,San Diego (Camp Pendleton),8/31/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,1830,NA,NA,Weapons,0,0,9/2/98
2013,DELUZ,0,0,NA,10/5/13,MCP-3197,San Diego,NA,NA,NA,NA,NA,NA,MIL,NA,NA,2236,BG,Unidentified,0,0,10/9/13
2017,DELUZ,0,0,NA,5/19/17,MCP-1494,San Diego,NA,NA,NA,NA,NA,NA,DOD,NA,NA,486,BG,Misc,0,0,5/22/17
1987,DENNY,0,0,NA,7/31/87,NA,Tulare,NA,NA,NA,NA,NA,NA,CDF,NA,320,NA,NA,Arson,0,NA,NA
2017,DERRICK,0,0,NA,7/2/17,FKU-9289,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,1562,NA,BG,Undetermined,0,0,7/5/17
2017,DETWILER,21,134,NA,7/16/17,MMU-14474,Mariposa,NA,NA,NA,NA,NA,NA,CDF,NA,81826,NA,BG,Shooting,0,0,8/31/17
2001,DEVIL,0,0,Lassen,5/27/01,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,4400,NA,T,Equipment use,0,0,6/1/01
1990,DEVIL,0,0,Shasta-Trinity,8/8/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,600,NA,TW,Lightning,NA,NA,8/15/90
1994,DEVILS,0,0,San Bernardino,7/3/94,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,1400,10838,B,Lightning,0,0,7/6/94
2012,DEVORE,0,1,NA,11/5/12,BDF-16430,San Bernardino,NA,NA,NA,NA,NA,NA,USFS,NA,NA,335,GB,Unidentified,0,0,11/6/12
2010,DIABLO,0,1,NA,6/18/10,SCU-002461,Alameda,NA,NA,NA,NA,NA,NA,CALFIRE,NA,475,NA,G,Undetermined,0,0,6/19/10
2007,DIABLO /T7 T8/COM4 T1,0,1,NA,1/14/07,NA,NA,NA,San Luis Obispo,NA,NA,NA,NA,NA,NA,332,0,T,Misc,0,0,1/16/07
1982,DIABLO CANYON,0,0,San Benito-Monterey,10/16/82,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2200,0,GB,Misc,NA,NA,10/18/82
1999,DIGIER,0,0,Kern County,6/29/99,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,810,NA,Vehicle,NA,NA,7/1/99
2012,DILLON,0,0,NA,8/3/12,KNF-5426,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,318,T,Human,0,0,8/7/12
1994,DILLON COMPLEX,0,0,Klamath NF,7/20/94,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,NA,28953,NA,Lightning,0,0,8/18/94
2017,DINELY,0,0,NA,6/7/17,TUU-286,Tulare,NA,NA,NA,NA,NA,NA,CDF,NA,339,NA,BG,Equipment Use,0,0,6/10/17
2008,DINO IC,0,0,Madera-Mariposa-Merced,7/10/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,800,NA,G,Unidentified,0,0,7/11/08
2016,DINOSAUR,0,0,NA,6/25/16,MMU-12363,Merced,NA,NA,NA,NA,NA,NA,CDF,NA,1246,NA,G,Vehicle,0,0,6/26/16
1988,DIVIDE,0,0,San Bernardino,10/16/88,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,NA,3360,B,NA,NA,NA,10/18/88
2008,DIXIE,0,0,Lassen-Modoc,7/2/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,350,NA,TBG,Lightning,0,0,7/4/08
2017,DOBE,0,0,NA,7/13/17,MDF-541,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,410,BGT,Misc,0,0,7/31/17
2015,DODGE,0,0,NA,8/3/15,NOD-3806,Lassen,NA,NA,NA,NA,NA,NA,BLM,NA,NA,10570,B,Human,0,0,8/17/15
2009,DODGE COMPLEX (SIX FIRES),0,0,NA,8/1/09,NOD-3741,Lassen,NA,NA,NA,NA,NA,NA,BLM,NA,NA,1600,BG,Lightning,0,0,8/3/09
1987,DOE,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,2026,NA,Lightning,0,NA,9/17/87
1999,DOE MILL,0,1,Butte,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,10857,NA,GB,Lightning,0,0,8/30/99
1987,DOG BAR,0,4,NA,8/30/87,NA,Nevada,NA,NA,NA,NA,NA,NA,CDF,NA,362,NA,NA,Equipment Use,0,NA,8/30/87
1980,DOG BAR,0,0,Nevada-Yuba-Placer,10/7/80,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,360,0,TWB,Misc,NA,NA,10/7/80
2014,DOG ROCK,0,0,NA,10/7/14,YNP-124,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,311,B,Undetermined,0,0,10/12/14
1989,DOGPATCH,0,0,San Diego,7/5/89,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,1153,NA,B,Misc,NA,NA,7/5/89
2008,DOME ROCK,0,0,NA,9/30/08,STF-2458,Tuolumne,NA,NA,NA,NA,NA,NA,USFS,NA,NA,919,T,Lightning,0,0,11/15/08
2008,DONKEY MINE RD/OAK RU,0,0,Shasta-Trinity,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,557,NA,BG,Lightning,0,0,7/2/08
1996,DOUBLE,0,6,Riverside,8/29/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1210,NA,G,Arson,0,0,8/29/96
1979,DOUBLE BUTTE #2,0,0,Riverside,6/13/79,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,850,0,B,Misc,NA,NA,6/13/79
1996,DOVE,4,14,Riverside,6/29/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,930,NA,GB,Equipment Use,0,0,6/30/96
1992,DRY CREEK,0,0,Madera-Mariposa,8/11/92,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1500,NA,G,Lightning,0,0,8/12/92
1983,DRY CREEK,0,0,Tulare,6/20/83,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,600,0,BG,Arson,NA,NA,6/21/83
1980,DRY FALLS,0,6,Riverside,8/26/80,NA,NA,NA,VI,NA,NA,NA,NA,CITY,NA,22820,5835,B,Play W/Fire,NA,NA,9/6/80
1993,DUCK,0,3,San benito-Monterey,8/15/93,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,480,NA,G,Bird/Powerline,0,0,8/15/93
1982,DULZURA,0,0,San Diego,10/23/82,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,5019,0,B,Debris,NA,NA,10/25/82
2010,DUTCH,0,0,NA,7/31/10,KNF-5561,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,371,TG,Undetermined,0,0,8/4/10
1986,DUTCH KERN #30,0,0,Kern County,7/11/86,NA,NA,NA,IV,NA,NA,NA,NA,CC,NA,NA,540,B,NA,NA,NA,7/12/86
1982,DUZEN,0,0,Six Rivers NF,9/11/82,NA,NA,NA,I,NA,NA,NA,NA,USFS,NA,0,415,TB,NA,NA,NA,9/13/82
1990,DYE,0,0,Tehama-Glenn,8/6/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,4973,227,WB,Equipment use,NA,NA,8/8/90
1980,EABY,0,0,San Bernardino,7/12/80,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,366,0,B,Equipment use,NA,NA,7/12/80
2011,EAGLE,0,0,NA,7/21/11,MVU-008019,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,14100,NA,TB,Arson,0,0,7/29/11
2004,EAGLE,0,41,Riverside,5/2/04,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,8831,NA,B,Equipment use,NA,NA,5/7/04
1984,EAGLE,0,0,Lassen-Modoc,8/12/84,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,580,NA,T,Campfire,NA,NA,8/13/84
1989,EAGLE,0,0,Lassen-Modoc,7/7/89,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,4600,NA,T,Misc,NA,NA,7/10/89
1990,EAGLE,0,0,Lake-Napa,8/6/90,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,1760,180,WB,Arson,NA,NA,8/7/90
1987,EAGLE #1,0,8,NA,6/3/87,NA,Lake,NA,NA,NA,NA,NA,NA,CDF,NA,762,NA,NA,Misc,0,NA,6/4/87
1993,EAGLE FIRE,0,0,Cleveland NF,5/9/93,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,NA,3000,NA,NA,0,0,5/9/93
2001,EAST,0,0,Shasta,8/9/01,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,624,NA,TB,Electrical power,0,0,8/10/01
1981,EAST,0,0,Modoc NF,9/17/81,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,0,540,T,Lightning,NA,NA,9/20/81
2011,EASTMAN,0,0,NA,6/24/11,TCU-005166,Stanislaus,NA,NA,NA,NA,NA,NA,CDF,NA,330,NA,G,Other,0,0,6/24/11
2017,EASTMAN,0,0,NA,9/18/17,MMU-19222,Madera,NA,NA,NA,NA,NA,NA,CDF,NA,483,NA,G,Electrical power,0,0,9/19/17
2017,ECLIPSE COMPLEX,0,0,NA,8/15/17,KNF-6098,Siskiyou,NA,NA,NA,NA,NA,NA,USFS,NA,NA,78698,BT,Lightning,0,0,10/10/17
1998,EDNA (STATE 1596),1,5,Riverside,10/5/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,28164,NA,GB,Arson,2,0,10/7/98
1996,EGG FIRE,0,0,San Diego,6/19/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1000,NA,BG,Arson,0,0,6/20/96
2014,EILER,0,21,NA,7/31/14,LNF-3502,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,32416,TB,Undetermined,0,0,8/24/14
2017,EL DORADO,0,0,NA,4/28/17,FKU-5669,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,750,NA,G,Undetermined,0,0,4/28/17
1995,EL MONTE,0,0,San Diego,8/27/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,512,7588,B,Equipment use,0,0,8/27/95
2014,EL PORTAL,2,2,NA,7/26/14,YNP-83,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,4689,B,Undetermined,0,0,8/4/14
2009,ELEPHANT,0,0,NA,8/16/09,PNF-782,Plumas,NA,NA,NA,NA,NA,NA,USFS,NA,NA,445,T,Misc,0,0,8/31/09
2017,ELEPHANT 2,0,0,NA,7/20/17,TUU-420,Tulare,NA,NA,NA,NA,NA,NA,CDF,NA,416,NA,B,Arson,0,0,7/21/17
2015,ELK,0,0,NA,9/2/15,LNU-8268,lake,NA,NA,NA,NA,NA,NA,CDF,NA,700,NA,B,Equipment use,0,0,9/6/15
2008,ELK,0,0,Tulare,8/14/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,600,NA,G,Arson,0,0,8/15/08
1990,ELK HORN,0,0,Tehama-Glenn,8/9/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,15,309,B,Lightning,NA,NA,8/14/90
1987,ELK LICK,0,0,NA,8/30/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,930,NA,Lightning,0,NA,9/29/87
1979,ELKHORN RD.,0,0,San Luis Obispo,6/5/79,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,1578,0,G,Misc,NA,NA,6/5/79
1999,ELLIOTT,0,1,San Bernardino,7/6/99,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,2575,NA,B,Undetermined,0,0,7/7/99
2017,ELM 2,0,0,NA,5/18/17,FKU-6727,Fresno,NA,NA,NA,NA,NA,NA,CDF,NA,10000,NA,BG,Electrical power,0,0,5/21/17
2008,ELMORE,0,0,NA,9/7/08,SHF-1949,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,343,TB,Arson,0,0,9/9/08
1998,EMERY,0,0,San Diego,11/4/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,350,NA,BG,Debris,0,0,11/5/98
2017,EMPIRE,0,0,NA,8/1/17,YNP-84,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,6370,BT,Lightning,0,0,10/31/17
2008,EMPIRE,0,0,Butte,8/13/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,2000,NA,T,Lightning,0,0,8/13/08
2008,EO2A,0,0,Shasta-Trinity,6/21/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1200,NA,B,Lightning,0,0,7/6/08
2016,ERSKINE,12,286,NA,6/23/16,CND-1415,Kern,NA,NA,NA,NA,NA,NA,USFS,NA,NA,48019,BGT,Undetermined,0,2,7/9/16
1996,ESPARENZA,0,0,Riverside,6/11/96,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,380,NA,B,Arson,0,0,6/12/96
1995,ESPERANZA,0,0,Riverside,11/25/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,660,NA,G,Equipment use,0,0,11/26/95
2006,ESPERANZA-STATE,0,54,Riverside,10/26/06,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,40200,0,GWB,Arson,5,NA,10/31/06
2014,ETIWANDA,0,0,NA,4/30/14,BDF-6646,San Bernardino,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2200,BG,Human,0,0,5/1/14
1981,EUCLID,0,0,San Bernardino,10/31/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,700,0,G,Arson,NA,NA,10/31/81
1983,EUCLID,0,0,San Diego,7/13/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,517,0,B,Equipment use,NA,NA,7/14/83
2017,EUREKA,0,0,NA,9/5/17,PNF-1488,Plumas,NA,NA,NA,NA,NA,NA,USFS,NA,NA,437,BT,Lightning,0,0,10/31/17
2002,EVENING,0,0,Riverside,4/21/02,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,657,NA,B,Playing with fire,0,0,4/23/02
2009,EXPLOSIVE,0,0,San Joaquin,6/19/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,2163,NA,G,Equipment Use,0,0,6/19/09
2003,F.K.U. 7076,0,0,Fresno-Kings,6/19/03,NA,NA,NA,Sierra,NA,NA,NA,NA,LOC,NA,NA,15000,A,Misc,NA,NA,6/19/03
2007,F#88 SHANNON INC,0,0,NA,6/3/07,NA,NA,NA,Tulare,NA,NA,NA,NA,NA,NA,2140,0,GB,Equipment use,0,0,6/4/07
2009,FAIRFIELD,0,0,NA,8/3/09,LNP-3883,Shasta,NA,NA,NA,NA,NA,NA,NPS,NA,NA,1664,T,Lightning,0,0,9/30/09
1994,FAIRVIEW,0,0,Riverside,6/27/94,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,1760,NA,B,Arson,0,0,6/29/94
1980,FAIRVIEW,0,0,San Bernardino,7/27/80,NA,NA,NA,VI,NA,NA,NA,NA,BLM,NA,0,11140,G,Lightning,NA,NA,7/30/80
2013,FALLS,2,0,NA,8/5/13,CNF-2512,Riverside,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1383,BG,Unidentified,0,0,8/9/13
1985,FALLS #2,0,0,Madera-Mariposa,8/12/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,3000,NA,G,Arson,NA,NA,6/30/85
2017,FARAD,0,0,NA,7/10/17,HTF-30363,Nevada,NA,NA,NA,NA,NA,NA,USFS,NA,NA,747,BGT,Undetermined,0,0,7/16/17
1992,FARNHAM,0,0,Amador-El Dorado,8/20/92,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,800,NA,T,Equipment use,0,0,8/22/92
1992,FAWN,0,13,Nevada-Yuba-Placer,8/21/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,350,NA,G,Electrical power,0,0,8/21/92
2017,FAY,0,0,NA,7/5/17,SKU-4779,Siskiyou,NA,NA,NA,NA,NA,NA,CDF,NA,496,NA,BGT,Misc,0,0,7/31/17
1984,FAY RANCH,0,0,Kern County,5/8/84,NA,NA,NA,IV,NA,NA,NA,NA,CC,NA,NA,1175,BG,Misc,NA,NA,5/10/84
1987,FAY/TOP,0,0,NA,8/31/87,NA,Kern,NA,NA,NA,Sequoia,NA,NA,USFS,NA,NA,13900,NA,Lightning,0,NA,9/6/87
1989,FEATHER,0,0,Lassen-Modoc,7/14/89,NA,NA,NA,II,NA,NA,NA,NA,USFS,NA,NA,420,T,Equipment use,NA,NA,7/15/89
1998,FEATHERSTONE,0,0,San Diego,8/21/98,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,400,NA,B,Undetermined,0,0,8/22/98
1981,FEATHERSTONE,0,0,San Diego,9/14/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,403,0,B,Arson,NA,NA,9/15/81
2013,FELIPE,0,0,NA,5/23/13,MVU-10345,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,2650,NA,BG,Human,0,0,5/29/13
1988,FERN,0,24,Shasta-Trinity,9/17/88,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,7790,NA,TBG,Equipment use,NA,NA,9/21/88
1997,FERNANDEZ,0,0,Tulare,10/24/97,NA,NA,NA,Sierra,NA,NA,NA,NA,LOCAL,NA,NA,43700,AP,Misc,0,0,10/25/97
1985,FERNDALE,0,0,Ventura County,10/14/85,NA,NA,NA,VI,NA,NA,NA,NA,CC,NA,NA,33890,B,NA,NA,NA,10/20/85
2016,FIDDLER,1,1,NA,7/8/16,SHU-6739,Shasta,NA,NA,NA,NA,NA,NA,CDF,NA,303,NA,BGT,Arson,0,0,7/9/16
1988,FIELDS,0,0,Butte,12/14/88,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,200,100,T,Debris,NA,NA,12/17/88
2011,FIGUEROA,0,0,NA,9/3/11,LPF-002238,Santa Barbara,NA,NA,NA,NA,NA,NA,USFS,NA,NA,698,BG,Equipment Use,0,0,9/12/11
1985,FINLEY,0,0,Santa Clara,7/8/85,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,2250,NA,WBG,Arson,NA,NA,7/10/85
1994,FISH,0,0,Mendocino ANF-3414,8/15/94,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,635,NA,T,Equipment use,0,0,8/18/94
